zero_index,omega_over_J,exact_ordinate_published_rounded,measured_ordinate,sigma_ordinate_published,parenthetical_as_published,residual_to_published_rounded,relative_residual_to_published_rounded,sigma_rounded_to_zero,source_table,source_pdf_page
50,16,143.112,142.91,0.13,142.91(13),-0.20199999999999818,-0.0014114819162613771,False,II,4
51,8,146.001,146.03,0.08,146.03(8),0.028999999999996362,0.00019862877651520441,False,II,4
51,12,146.001,145.8,0.04,145.80(4),-0.2009999999999934,-0.001376702899295165,False,II,4
51,16,146.001,146.24,0.52,146.24(52),0.23900000000000432,0.0016369750892117473,False,II,4
52,8,147.423,147.34,0.08,147.34(8),-0.08299999999999841,-0.0005630057725049579,False,II,4
52,12,147.423,147.17,0.46,147.17(46),-0.2530000000000143,-0.0017161501258284957,False,II,4
52,16,147.423,147.43,0.11,147.43(11),0.007000000000005002,4.748241454864575e-05,False,II,4
53,8,150.054,150.04,0.06,150.04(6),-0.014000000000010004,-9.329974542504701e-05,False,II,4
53,12,150.054,149.62,0.73,149.62(73),-0.4339999999999975,-0.002892292108174374,False,II,4
53,16,150.054,150.1,1.25,150.10(125),0.04599999999999227,0.00030655630639631244,False,II,4
54,8,150.925,150.2,4.14,150.20(414),-0.7250000000000227,-0.004803710452211513,False,II,4
54,12,150.925,149.47,1.97,149.47(197),-1.4550000000000125,-0.009640549942024266,False,II,4
54,16,150.925,150.96,0.22,150.96(22),0.03499999999999659,0.00023190326321018113,False,II,4
55,8,153.025,152.68,0.06,152.68(6),-0.34499999999999886,-0.00225453357294559,False,II,4
55,12,153.025,152.79,0.05,152.79(5),-0.23500000000001364,-0.0015356967815717277,False,II,4
55,16,153.025,152.89,0.14,152.89(14),-0.13500000000001933,-0.0008822087894136208,False,II,4
56,8,156.113,156.27,0.1,156.27(10),0.1570000000000107,0.0010056817817863386,False,II,4
56,12,156.113,156.02,2.0300000000000002,156.02(203),-0.09299999999998931,-0.0005957223293382954,False,II,4
56,16,156.113,156.19,3.43,156.19(343),0.07699999999999818,0.0004932324662263757,False,II,4
57,8,157.598,157.69,0.2,157.69(20),0.09199999999998454,0.0005837637533470256,False,II,4
57,12,157.598,157.6,0.89,157.60(89),0.001999999999981128,1.2690516376991636e-05,False,II,4
57,16,157.598,157.4,0.15,157.40(15),-0.1980000000000075,-0.0012563611213340746,False,II,4
58,8,158.85,159.16,3.79,159.16(379),0.3100000000000023,0.0019515265974189631,False,II,4
58,12,158.85,158.84,0.89,158.84(89),-0.009999999999990905,-6.295247088442496e-05,False,II,4
58,16,158.85,158.57,0.79,158.57(79),-0.28000000000000114,-0.0017626691847655092,False,II,4
59,8,161.189,161.32,0.08,161.32(8),0.13100000000000023,0.0008127105447642224,False,II,4
59,12,161.189,161.0,0.04,161.00(4),-0.18899999999999295,-0.001172536587484214,False,II,4
59,16,161.189,161.25,0.03,161.25(3),0.06100000000000705,0.00037843773458490996,False,II,4
60,8,163.031,163.0,0.05,163.00(5),-0.03100000000000591,-0.0001901478859849103,False,II,4
60,12,163.031,162.43,0.58,162.43(58),-0.6009999999999991,-0.0036864154669970684,False,II,4
60,16,163.031,162.75,0.12,162.75(12),-0.2810000000000059,-0.0017235985794113139,False,II,4
61,8,165.537,165.41,0.05,165.41(5),-0.12700000000000955,-0.0007672000821569169,False,II,4
61,12,165.537,165.94,0.26,165.94(26),0.4029999999999916,0.002434501048103998,False,II,4
61,16,165.537,165.71,0.14,165.71(14),0.17300000000000182,0.0010450835764814017,False,II,4
62,8,167.184,167.13,0.05,167.13(5),-0.054000000000002046,-0.0003229974160206841,False,II,4
62,12,167.184,167.08,0.11,167.08(11),-0.103999999999985,-0.0006220690975212042,False,II,4
62,16,167.184,167.42,0.85,167.42(85),0.23599999999999,0.0014116183366828764,False,II,4
63,8,169.095,168.49,4.58,168.49(458),-0.6049999999999898,-0.003577870427865932,False,II,4
63,12,169.095,169.16,0.49,169.16(49),0.06499999999999773,0.00038439930216740726,False,II,4
63,16,169.095,169.01,0.14,169.01(14),-0.08500000000000796,-0.0005026760105266741,False,II,4
64,8,169.912,169.18,0.67,169.18(67),-0.7319999999999993,-0.004308112434672062,False,II,4
64,12,169.912,169.17,0.27,169.17(27),-0.7420000000000186,-0.004366966429681356,False,II,4
64,16,169.912,169.8,1.3800000000000001,169.80(138),-0.11199999999999477,-0.0006591647441027989,False,II,4
65,8,173.412,173.33,0.05,173.33(5),-0.08199999999999363,-0.0004728623163333197,False,II,4
65,12,173.412,173.6,0.19,173.60(19),0.18799999999998818,0.0010841233593983587,False,II,4
65,16,173.412,173.36,0.08,173.36(8),-0.0519999999999925,-0.0002998639079186705,False,II,4
66,8,174.754,174.75,0.03,174.75(3),-0.003999999999990678,-2.2889318699375566e-05,False,II,4
66,12,174.754,174.65,0.07,174.65(7),-0.103999999999985,-0.0005951222861850659,False,II,4
66,16,174.754,174.4,1.05,174.40(105),-0.353999999999985,-0.002025704704899373,False,II,4
67,8,176.441,176.23,0.11,176.23(11),-0.21100000000001273,-0.0011958671737295342,False,II,4
67,12,176.441,176.52,0.16,176.52(16),0.07900000000000773,0.00044774173803145375,False,II,4
67,16,176.441,176.41,0.13,176.41(13),-0.03100000000000591,-0.0001756961250503336,False,II,4
68,8,178.377,177.97,1.75,177.97(175),-0.4070000000000107,-0.0022816842978635736,False,II,4
68,12,178.377,178.26,0.1,178.26(10),-0.11700000000001864,-0.0006559141593367902,False,II,4
68,16,178.377,178.11,0.11,178.11(11),-0.2669999999999959,-0.0014968297482298497,False,II,4
69,8,179.916,179.89,0.05,179.89(5),-0.02600000000001046,-0.0001445118833233868,False,II,4
69,12,179.916,180.01,2.62,180.01(262),0.09399999999999409,0.0005224660397073862,False,II,4
69,16,179.916,179.36,0.51,179.36(51),-0.5559999999999832,-0.003090331043375704,False,II,4
70,8,182.207,182.28,0.06,182.28(6),0.0730000000000075,0.0004006432244645239,False,II,4
70,12,182.207,182.14,0.06,182.14(6),-0.06700000000000728,-0.0003677136443715515,False,II,4
70,16,182.207,181.98,0.08,181.98(8),-0.22700000000000387,-0.0012458357801840977,False,II,4
71,8,184.874,185.51,2.94,185.51(294),0.6359999999999957,0.003440180879950646,False,II,4
71,12,184.874,184.82,0.17,184.82(17),-0.054000000000002046,-0.0002920908294297849,False,II,4
71,16,184.874,184.77,0.86,184.77(86),-0.103999999999985,-0.0005625453011239277,False,II,4
72,8,185.599,185.89,2.23,185.89(223),0.2909999999999968,0.0015678963787520237,False,II,4
72,12,185.599,185.43,0.24,185.43(24),-0.16899999999998272,-0.0009105652508902673,False,II,4
72,16,185.599,184.6,3.2800000000000002,184.60(328),-0.9989999999999952,-0.005382572104375537,False,II,4
73,8,187.229,187.1,1.8800000000000001,187.10(188),-0.1290000000000191,-0.0006889958286377596,False,II,4
73,12,187.229,187.04,0.72,187.04(72),-0.18900000000002137,-0.0010094590047483101,False,II,4
73,16,187.229,187.22,0.34,187.22(34),-0.009000000000014552,-4.806947641665849e-05,False,II,4
74,8,189.416,189.5,0.0,189.50(0),0.08400000000000318,0.0004434683448072137,True,II,4
74,12,189.416,189.28,0.06,189.28(6),-0.13599999999999568,-0.0007179963677830578,False,II,4
74,16,189.416,189.23,0.06,189.23(6),-0.18600000000000705,-0.0009819656206445447,False,II,4
75,8,192.027,192.07,0.09,192.07(9),0.043000000000006366,0.0002239268436209823,False,II,4
75,12,192.027,192.2,1.69,192.20(169),0.17300000000000182,0.0009009149754982468,False,II,4
75,16,192.027,192.42,0.41000000000000003,192.42(41),0.3930000000000007,0.00204658719867519,False,II,4
76,8,193.08,193.09,0.04,193.09(4),0.009999999999990905,5.1792003314641105e-05,False,II,4
76,12,193.08,193.1,0.12,193.10(12),0.01999999999998181,0.00010358400662928221,False,II,4
76,16,193.08,193.06,1.59,193.06(159),-0.020000000000010232,-0.00010358400662942942,False,II,4
77,8,195.265,195.56,2.17,195.56(217),0.2950000000000159,0.001510767418636294,False,II,4
77,12,195.265,195.18,0.8,195.18(80),-0.08499999999997954,-0.00043530586638660046,False,II,4
77,16,195.265,195.55,0.58,195.55(58),0.285000000000025,0.0014595549637673164,False,II,4
78,8,196.876,196.93,0.28,196.93(28),0.054000000000002046,0.00027428432109552226,False,II,4
78,12,196.876,196.04,3.04,196.04(304),-0.8360000000000127,-0.004246327637700952,False,II,4
78,16,196.876,196.81,0.09,196.81(9),-0.0660000000000025,-0.0003352363924500828,False,II,4
79,8,198.015,196.81,0.42,196.81(42),-1.204999999999984,-0.006085397570891014,False,II,4
79,12,198.015,197.74,0.1,197.74(10),-0.27499999999997726,-0.001388783678004077,False,II,4
79,16,198.015,197.8,1.54,197.80(154),-0.214999999999975,-0.0010857763300758782,False,II,4
80,8,201.265,199.24,5.76,199.24(576),-2.0249999999999773,-0.01006136188607049,False,II,4
80,12,201.265,200.14,0.05,200.14(5),-1.125,-0.005589645492261447,False,II,4
80,16,201.265,200.47,0.16,200.47(16),-0.7949999999999875,-0.003950016147864693,False,II,4
