zero_index,omega_over_J,exact_ordinate_published_rounded,measured_ordinate,sigma_ordinate_published,parenthetical_as_published,residual_to_published_rounded,relative_residual_to_published_rounded,sigma_rounded_to_zero,source_table,source_pdf_page,reference_ordinate,reference_neighbor_gap,residual,absolute_residual_over_neighbor_gap,published_sigma_over_neighbor_gap
41,8,124.257,122.82,0.48,122.82(48),-1.4370000000000118,-0.0115647408194307,False,II,4,124.25681855434577,1.309989260793179,-1.436818554345777,1.096817048313667,0.3664152175639724
41,12,124.257,124.43,0.19,124.43(19),0.1730000000000018,0.0013922756866816,False,II,4,124.25681855434577,1.309989260793179,0.17318144565423665,0.13220066059883412,0.14503935695240575
41,16,124.257,123.85,0.38,123.85(38),-0.4070000000000107,-0.0032754693900545,False,II,4,124.25681855434577,1.309989260793179,-0.40681855434577585,0.3105510606243087,0.2900787139048115
42,8,127.517,127.46,0.03,127.46(3),-0.0570000000000021,-0.0004469992236329,False,II,4,127.5166838795965,2.0620203203595557,-0.05668387959650545,0.02748948642107535,0.014548838197078912
42,12,127.517,127.51,0.04,127.51(4),-0.0069999999999907,-5.489464149870834e-05,False,II,4,127.5166838795965,2.0620203203595557,-0.00668387959649408,0.0032414227592716485,0.01939845092943855
42,16,127.517,127.36,0.07,127.36(7),-0.1569999999999964,-0.0012312083879011,False,II,4,127.5166838795965,2.0620203203595557,-0.15668387959649976,0.07598561374466897,0.03394728912651747
43,8,129.579,129.36,0.32,129.36(32),-0.2189999999999941,-0.0016900886717754,False,II,4,129.57870419995606,1.5089843309766058,-0.21870419995605062,0.14493470572653763,0.2120631695313217
43,12,129.579,129.66,0.12,129.66(12),0.0809999999999888,0.0006251012895607,False,II,4,129.57870419995606,1.5089843309766058,0.08129580004393233,0.05387451570906516,0.07952368857424563
43,16,129.579,129.57,0.12,129.57(12),-0.0090000000000145,-6.945569884020213e-05,False,II,4,129.57870419995606,1.5089843309766058,-0.00870419995607108,0.005768250721621325,0.07952368857424563
44,8,131.088,130.84,0.16,130.84(16),-0.2479999999999904,-0.0018918589039423,False,II,4,131.08768853093267,1.5089843309766058,-0.2476885309326633,0.16414254664417935,0.10603158476566085
44,12,131.088,130.91,1.56,130.91(156),-0.1779999999999972,-0.0013578664713779,False,II,4,131.08768853093267,1.5089843309766058,-0.17768853093267012,0.11775372830920726,1.0338079514651932
44,16,131.088,131.22,0.05,131.22(5),0.132000000000005,0.00100695715855,False,II,4,131.08768853093267,1.5089843309766058,0.13231146906733215,0.08768246717426215,0.03313487023926902
45,8,133.498,133.41,0.07,133.41(7),-0.0879999999999938,-0.0006591859054067,False,II,4,133.4977372029976,1.2587725503762848,-0.08773720299760157,0.06970060077285153,0.055609728682973675
45,12,133.498,134.0,0.36,134.00(36),0.5020000000000095,0.0037603559603889,False,II,4,133.4977372029976,1.2587725503762848,0.5022627970024018,0.3990099695550721,0.28599289036957887
45,16,133.498,133.62,0.12,133.62(12),0.1220000000000141,0.0009138713688595,False,II,4,133.4977372029976,1.2587725503762848,0.12226279700240639,0.09712858527607579,0.09533096345652628
46,8,134.757,134.34,0.24,134.34(24),-0.4170000000000016,-0.0030944589149357,False,II,4,134.75650975337388,1.2587725503762848,-0.4165097533738731,0.3308856339847623,0.19066192691305256
46,12,134.757,134.89,1.32,134.89(132),0.1329999999999813,0.0009869617162743,False,II,4,134.75650975337388,1.2587725503762848,0.13349024662610987,0.106047948524303,1.0486405980217892
46,16,134.757,134.45,0.27,134.45(27),-0.3070000000000163,-0.0022781747886938,False,II,4,134.75650975337388,1.2587725503762848,-0.30650975337388786,0.24349891748295824,0.21449466777718415
47,8,138.116,138.14,0.08,138.14(8),0.0239999999999724,0.0001737669784816,False,II,4,138.11604205453344,1.6201668975879457,0.023957945466548836,0.014787331787988436,0.04937762900791364
47,12,138.116,138.27,0.1,138.27(10),0.1539999999999963,0.0011150047785918,False,II,4,138.11604205453344,1.6201668975879457,0.1539579454665727,0.09502597892586284,0.06172203625989205
47,16,138.116,138.12,0.11,138.12(11),0.0039999999999906,2.8961163080241805e-05,False,II,4,138.11604205453344,1.6201668975879457,0.0039579454665670255,0.002442924536021253,0.06789423988588125
48,8,139.736,139.52,0.06,139.52(6),-0.2159999999999797,-0.0015457720272512,False,II,4,139.7362089521214,1.3874984518997349,-0.21620895212137725,0.15582644566222636,0.04324329149185659
48,12,139.736,139.98,0.09,139.98(9),0.2439999999999997,0.0017461498826358,False,II,4,139.7362089521214,1.3874984518997349,0.24379104787860228,0.1757054557753261,0.06486493723778489
48,16,139.736,139.72,0.09,139.72(9),-0.0159999999999911,-0.0001145016316481,False,II,4,139.7362089521214,1.3874984518997349,-0.01620895212138862,0.011682140689379257,0.06486493723778489
49,8,141.124,140.86,0.08,140.86(8),-0.2639999999999816,-0.0018706952750771,False,II,4,141.12370740402113,1.3874984518997349,-0.2637074040211189,0.1900596023441007,0.057657721989142124
49,12,141.124,141.2,0.05,141.20(5),0.0759999999999934,0.0005385334882797,False,II,4,141.12370740402113,1.3874984518997349,0.07629259597885607,0.05498571610973532,0.03603607624321383
49,16,141.124,140.57,1.07,140.57(107),-0.554000000000002,-0.0039256256908817,False,II,4,141.12370740402113,1.3874984518997349,-0.5537074040211394,0.3990688445547556,0.771172031604776
50,8,143.112,142.9,0.09,142.90(9),-0.211999999999989,-0.0014813572586504,False,II,4,143.11184580762063,1.9881384035995089,-0.21184580762061955,0.1065548591773462,0.04526847820909033
50,12,143.112,142.72,0.22,142.72(22),-0.3919999999999959,-0.0027391134216557,False,II,4,143.11184580762063,1.9881384035995089,-0.3918458076206264,0.1970918155955303,0.11065628006666525
50,16,143.112,142.91,0.13,142.91(13),-0.2019999999999981,-0.0014114819162613,False,II,4,143.11184580762063,1.9881384035995089,-0.20184580762062865,0.10152502826522963,0.06538780185757492
51,8,146.001,146.03,0.08,146.03(8),0.0289999999999963,0.0001986287765152,False,II,4,146.0009824867655,1.4217828557940835,0.029017513234492753,0.020409244010954196,0.05626738265550333
51,12,146.001,145.8,0.04,145.80(4),-0.2009999999999934,-0.0013767028992951,False,II,4,146.0009824867655,1.4217828557940835,-0.20098248676549701,0.14135948112361066,0.028133691327751665
51,16,146.001,146.24,0.52,146.24(52),0.2390000000000043,0.0016369750892117,False,II,4,146.0009824867655,1.4217828557940835,0.2390175132345007,0.16811112348165602,0.3657379872607716
52,8,147.423,147.34,0.08,147.34(8),-0.0829999999999984,-0.0005630057725049,False,II,4,147.42276534255961,1.4217828557940835,-0.0827653425596111,0.05821236500519316,0.05626738265550333
52,12,147.423,147.17,0.46,147.17(46),-0.2530000000000143,-0.0017161501258284,False,II,4,147.42276534255961,1.4217828557940835,-0.252765342559627,0.17778055314814892,0.32353745026914416
52,16,147.423,147.43,0.11,147.43(11),0.007000000000005,4.748241454864575e-05,False,II,4,147.42276534255961,1.4217828557940835,0.007234657440392311,0.0050884404822504805,0.07736765115131708
53,8,150.054,150.04,0.06,150.04(6),-0.01400000000001,-9.3299745425047e-05,False,II,4,150.05352042078488,0.8717371914565865,-0.0135204207848858,0.015509744126316921,0.06882808326640961
53,12,150.054,149.62,0.73,149.62(73),-0.4339999999999975,-0.0028922921081743,False,II,4,150.05352042078488,0.8717371914565865,-0.4335204207848733,0.49730632699116994,0.8374083464079837
53,16,150.054,150.1,1.25,150.10(125),0.0459999999999922,0.0003065563063963,False,II,4,150.05352042078488,0.8717371914565865,0.04647957921511647,0.05331833914009531,1.4339184013835338
54,8,150.925,150.2,4.14,150.20(414),-0.7250000000000227,-0.0048037104522115,False,II,4,150.92525761224147,0.8717371914565865,-0.725257612241478,0.8319681887492312,4.749137745382264
54,12,150.925,149.47,1.97,149.47(197),-1.4550000000000125,-0.0096405499420242,False,II,4,150.92525761224147,0.8717371914565865,-1.4552576122414678,1.6693765351572032,2.259855400580449
54,16,150.925,150.96,0.22,150.96(22),0.0349999999999965,0.0002319032632101,False,II,4,150.92525761224147,0.8717371914565865,0.03474238775854133,0.039854199291979545,0.2523696386435019
55,8,153.025,152.68,0.06,152.68(6),-0.3449999999999988,-0.0022545335729455,False,II,4,153.0246938111989,2.0994361989574295,-0.34469381119888,0.16418398966829922,0.028579101393886475
55,12,153.025,152.79,0.05,152.79(5),-0.2350000000000136,-0.0015356967815717,False,II,4,153.0246938111989,2.0994361989574295,-0.23469381119889476,0.11178897044618105,0.023815917828238733
55,16,153.025,152.89,0.14,152.89(14),-0.1350000000000193,-0.0008822087894136,False,II,4,153.0246938111989,2.0994361989574295,-0.13469381119890045,0.06415713478970629,0.06668456991906845
56,8,156.113,156.27,0.1,156.27(10),0.1570000000000107,0.0010056817817863,False,II,4,156.11290929423788,1.4846825233561922,0.1570907057621298,0.105807607546305,0.06735446698324803
56,12,156.113,156.02,2.03,156.02(203),-0.0929999999999893,-0.0005957223293382,False,II,4,156.11290929423788,1.4846825233561922,-0.0929092942378702,0.06257855991181503,1.3672956797599345
56,16,156.113,156.19,3.43,156.19(343),0.0769999999999981,0.0004932324662263,False,II,4,156.11290929423788,1.4846825233561922,0.0770907057621173,0.05192403395969817,2.310258217525407
57,8,157.598,157.69,0.2,157.69(20),0.0919999999999845,0.000583763753347,False,II,4,157.59759181759406,1.2523963538264389,0.09240818240593285,0.07378509377131186,0.1596938536182585
57,12,157.598,157.6,0.89,157.60(89),0.0019999999999811,1.2690516376991636e-05,False,II,4,157.59759181759406,1.2523963538264389,0.0024081824059294377,0.0019228596430928059,0.7106376486012503
57,16,157.598,157.4,0.15,157.40(15),-0.1980000000000075,-0.001256361121334,False,II,4,157.59759181759406,1.2523963538264389,-0.1975918175940592,0.15777099397515662,0.11977039021369386
58,8,158.85,159.16,3.79,159.16(379),0.3100000000000023,0.0019515265974189,False,II,4,158.8499881714205,1.2523963538264389,0.3100118285794906,0.2475349178655091,3.0261985260659983
58,12,158.85,158.84,0.89,158.84(89),-0.0099999999999909,-6.295247088442496e-05,False,II,4,158.8499881714205,1.2523963538264389,-0.009988171420502567,0.007975247923699049,0.7106376486012503
58,16,158.85,158.57,0.79,158.57(79),-0.2800000000000011,-0.0017626691847655,False,II,4,158.8499881714205,1.2523963538264389,-0.2799881714205128,0.22356195030835618,0.630790721792121
59,8,161.189,161.32,0.08,161.32(8),0.1310000000000002,0.0008127105447642,False,II,4,161.18896413759603,1.8417455495859598,0.13103586240396226,0.07114764709675571,0.04343705351588046
59,12,161.189,161.0,0.04,161.00(4),-0.1889999999999929,-0.0011725365874842,False,II,4,161.18896413759603,1.8417455495859598,-0.18896413759603092,0.10260056696676242,0.02171852675794023
59,16,161.189,161.25,0.03,161.25(3),0.061000000000007,0.0003784377345849,False,II,4,161.18896413759603,1.8417455495859598,0.06103586240396908,0.03314022527036401,0.01628889506845517
60,8,163.031,163.0,0.05,163.00(5),-0.0310000000000059,-0.0001901478859849,False,II,4,163.030709687182,1.8417455495859598,-0.030709687181996514,0.016674229069754135,0.027148158447425286
60,12,163.031,162.43,0.58,162.43(58),-0.6009999999999991,-0.003686415466997,False,II,4,163.030709687182,1.8417455495859598,-0.6007096871819897,0.3261632353703987,0.3149186379901333
60,16,163.031,162.75,0.12,162.75(12),-0.2810000000000059,-0.0017235985794113,False,II,4,163.030709687182,1.8417455495859598,-0.2807096871819965,0.15241502130688056,0.06515558027382068
61,8,165.537,165.41,0.05,165.41(5),-0.1270000000000095,-0.0007672000821569,False,II,4,165.5370691879004,1.6473707902740946,-0.12706918790041755,0.07713453986838954,0.03035139404874409
61,12,165.537,165.94,0.26,165.94(26),0.4029999999999916,0.0024345010481039,False,II,4,165.5370691879004,1.6473707902740946,0.4029308120995836,0.24459023704829846,0.15782724905346926
61,16,165.537,165.71,0.14,165.71(14),0.1730000000000018,0.0010450835764814,False,II,4,165.5370691879004,1.6473707902740946,0.17293081209959382,0.10497382442408187,0.08498390333648345
62,8,167.184,167.13,0.05,167.13(5),-0.054000000000002,-0.0003229974160206,False,II,4,167.1844399781745,1.6473707902740946,-0.05443997817451418,0.03304658459159415,0.03035139404874409
62,12,167.184,167.08,0.11,167.08(11),-0.103999999999985,-0.0006220690975212,False,II,4,167.1844399781745,1.6473707902740946,-0.10443997817449713,0.0633979786403279,0.066773066907237
62,16,167.184,167.42,0.85,167.42(85),0.23599999999999,0.0014116183366828,False,II,4,167.1844399781745,1.6473707902740946,0.23556002182547786,0.14299150089111673,0.5159736988286495
63,8,169.095,168.49,4.58,168.49(458),-0.6049999999999898,-0.0035778704278659,False,II,4,169.09451541556882,0.8174610638428774,-0.6045154155688124,0.7395036195693415,5.602713331041676
63,12,169.095,169.16,0.49,169.16(49),0.0649999999999977,0.0003843993021674,False,II,4,169.09451541556882,0.8174610638428774,0.06548458443117511,0.08010728256992772,0.599416928430223
63,16,169.095,169.01,0.14,169.01(14),-0.0850000000000079,-0.0005026760105266,False,II,4,169.09451541556882,0.8174610638428774,-0.08451541556883058,0.10338769552096382,0.1712619795514923
64,8,169.912,169.18,0.67,169.18(67),-0.7319999999999993,-0.004308112434672,False,II,4,169.9119764794117,0.8174610638428774,-0.731976479411685,0.8954267203512665,0.8196109021392846
64,12,169.912,169.17,0.27,169.17(27),-0.7420000000000186,-0.0043669664296813,False,II,4,169.9119764794117,0.8174610638428774,-0.7419764794117043,0.9076597188906824,0.3302909605635923
64,16,169.912,169.8,1.38,169.80(138),-0.1119999999999947,-0.0006591647441027,False,II,4,169.9119764794117,0.8174610638428774,-0.11197647941168043,0.13698081090893793,1.688153798436138
65,8,173.412,173.33,0.05,173.33(5),-0.0819999999999936,-0.0004728623163333,False,II,4,173.41153651959155,1.342655003774173,-0.08153651959153763,0.06072782610748131,0.037239648204081564
65,12,173.412,173.6,0.19,173.60(19),0.1879999999999881,0.0010841233593983,False,II,4,173.41153651959155,1.342655003774173,0.18846348040844418,0.1403662741945456,0.14151066317550992
65,16,173.412,173.36,0.08,173.36(8),-0.0519999999999925,-0.0002998639079186,False,II,4,173.41153651959155,1.342655003774173,-0.05153651959153649,0.03838403718503152,0.0595834371265305
66,8,174.754,174.75,0.03,174.75(3),-0.0039999999999906,-2.288931869937557e-05,False,II,4,174.75419152336573,1.342655003774173,-0.004191523365733474,0.0031218171115820494,0.022343788922448937
66,12,174.754,174.65,0.07,174.65(7),-0.103999999999985,-0.000595122286185,False,II,4,174.75419152336573,1.342655003774173,-0.10419152336572779,0.07760111351974094,0.05213550748571419
66,16,174.754,174.4,1.05,174.40(105),-0.353999999999985,-0.0020257047048993,False,II,4,174.75419152336573,1.342655003774173,-0.3541915233657278,0.26379935454014874,0.7820326122857129
67,8,176.441,176.23,0.11,176.23(11),-0.2110000000000127,-0.0011958671737295,False,II,4,176.44143429771043,1.6872427743446932,-0.21143429771043998,0.12531350018230705,0.0651951228789365
67,12,176.441,176.52,0.16,176.52(16),0.0790000000000077,0.0004477417380314,False,II,4,176.44143429771043,1.6872427743446932,0.07856570228958049,0.0465645510439922,0.09482926964208946
67,16,176.441,176.41,0.13,176.41(13),-0.0310000000000059,-0.0001756961250503,False,II,4,176.44143429771043,1.6872427743446932,-0.03143429771043316,0.01863057183495238,0.07704878158419769
68,8,178.377,177.97,1.75,177.97(175),-0.4070000000000107,-0.0022816842978635,False,II,4,178.37740777609997,1.539076244157019,-0.4074077760999728,0.2647092875656188,1.1370456835025142
68,12,178.377,178.26,0.1,178.26(10),-0.1170000000000186,-0.0006559141593367,False,II,4,178.37740777609997,1.539076244157019,-0.11740777609998077,0.07628457429949302,0.06497403905728653
68,16,178.377,178.11,0.11,178.11(11),-0.2669999999999959,-0.0014968297482298,False,II,4,178.37740777609997,1.539076244157019,-0.26740777609995803,0.17374563288540804,0.07147144296301518
69,8,179.916,179.89,0.05,179.89(5),-0.0260000000000104,-0.0001445118833233,False,II,4,179.916484020257,1.539076244157019,-0.026484020257015572,0.017207737665732973,0.03248701952864327
69,12,179.916,180.01,2.62,180.01(262),0.093999999999994,0.0005224660397073,False,II,4,179.916484020257,1.539076244157019,0.09351597974298897,0.060761109203013815,1.702319823300907
69,16,179.916,179.36,0.51,179.36(51),-0.5559999999999832,-0.0030903310433757,False,II,4,179.916484020257,1.539076244157019,-0.5564840202569883,0.36157014466933385,0.3313675991921613
70,8,182.207,182.28,0.06,182.28(6),0.0730000000000075,0.0004006432244645,False,II,4,182.20707848436646,2.290594464109466,0.07292151563353855,0.03183519246908198,0.026194073608453737
70,12,182.207,182.14,0.06,182.14(6),-0.0670000000000072,-0.0003677136443715,False,II,4,182.20707848436646,2.290594464109466,-0.06707848436647623,0.02928431261731653,0.026194073608453737
70,16,182.207,181.98,0.08,181.98(8),-0.2270000000000038,-0.001245835780184,False,II,4,182.20707848436646,2.290594464109466,-0.22707848436647282,0.09913517557319168,0.03492543147793832
71,8,184.874,185.51,2.94,185.51(294),0.6359999999999957,0.0034401808799506,False,II,4,184.8744678483875,0.7243158293199626,0.6355321516124945,0.8774240819908294,4.059002828586907
71,12,184.874,184.82,0.17,184.82(17),-0.054000000000002,-0.0002920908294297,False,II,4,184.8744678483875,0.7243158293199626,-0.05446784838750318,0.07519903084078852,0.23470424519039942
71,16,184.874,184.77,0.86,184.77(86),-0.103999999999985,-0.0005625453011239,False,II,4,184.8744678483875,0.7243158293199626,-0.10446784838748613,0.14422969119088244,1.1873273580220205
72,8,185.599,185.89,2.23,185.89(223),0.2909999999999968,0.001567896378752,False,II,4,185.59878367770747,0.7243158293199626,0.29121632229251304,0.40205710065169625,3.0787674516152395
72,12,185.599,185.43,0.24,185.43(24),-0.1689999999999827,-0.0009105652508902,False,II,4,185.59878367770747,0.7243158293199626,-0.1687836777074665,0.23302497456935628,0.3313471696805639
72,16,185.599,184.6,3.28,184.60(328),-0.9989999999999952,-0.0053825721043755,False,II,4,185.59878367770747,0.7243158293199626,-0.998783677707479,1.3789339363813236,4.528411318967706
73,8,187.229,187.1,1.88,187.10(188),-0.1290000000000191,-0.0006889958286377,False,II,4,187.22892258350186,1.6301389057943805,-0.12892258350186125,0.07908686986342196,1.1532759529371885
73,12,187.229,187.04,0.72,187.04(72),-0.1890000000000213,-0.0010094590047483,False,II,4,187.22892258350186,1.6301389057943805,-0.18892258350186353,0.11589354921248257,0.4416801521887105
73,16,187.229,187.22,0.34,187.22(34),-0.0090000000000145,-4.806947641665849e-05,False,II,4,187.22892258350186,1.6301389057943805,-0.008922583501856707,0.005473511165300761,0.2085711829780022
74,8,189.416,189.5,0.0,189.50(0),0.0840000000000031,0.0004434683448072,True,II,4,189.41615865601693,2.187236072515085,0.08384134398306742,0.03833209640085121,0.0
74,12,189.416,189.28,0.06,189.28(6),-0.1359999999999956,-0.000717996367783,False,II,4,189.41615865601693,2.187236072515085,-0.13615865601693145,0.06225146783555179,0.027431881155382778
74,16,189.416,189.23,0.06,189.23(6),-0.186000000000007,-0.0009819656206445,False,II,4,189.41615865601693,2.187236072515085,-0.18615865601694281,0.08511136879837597,0.027431881155382778
75,8,192.027,192.07,0.09,192.07(9),0.0430000000000063,0.0002239268436209,False,II,4,192.0266563607138,1.0530702431319174,0.043343639286206326,0.04115930496459456,0.08546438434375717
75,12,192.027,192.2,1.69,192.20(169),0.1730000000000018,0.0009009149754982,False,II,4,192.0266563607138,1.0530702431319174,0.17334363928620178,0.16460786012779505,1.6048312171216623
75,16,192.027,192.42,0.41,192.42(41),0.3930000000000007,0.0020465871986751,False,II,4,192.0266563607138,1.0530702431319174,0.39334363928620064,0.37352079963475593,0.3893377508993382
76,8,193.08,193.09,0.04,193.09(4),0.0099999999999909,5.179200331464111e-05,False,II,4,193.0797266038457,1.0530702431319174,0.010273396154303782,0.00975566086052328,0.03798417081944763
76,12,193.08,193.1,0.12,193.10(12),0.0199999999999818,0.0001035840066292,False,II,4,193.0797266038457,1.0530702431319174,0.020273396154294687,0.019251703565376553,0.11395251245834288
76,16,193.08,193.06,1.59,193.06(159),-0.0200000000000102,-0.0001035840066294,False,II,4,193.0797266038457,1.0530702431319174,-0.019726603845697355,0.018732467254063523,1.5098707900730435
77,8,195.265,195.56,2.17,195.56(217),0.2950000000000159,0.0015107674186362,False,II,4,195.26539667952923,1.6110851614290815,0.2946033204707703,0.18286017866954235,1.3469182461311628
77,12,195.265,195.18,0.8,195.18(80),-0.0849999999999795,-0.0004353058663866,False,II,4,195.26539667952923,1.6110851614290815,-0.08539667952922514,0.0530056893165571,0.4965597220760048
77,16,195.265,195.55,0.58,195.55(58),0.285000000000025,0.0014595549637673,False,II,4,195.26539667952923,1.6110851614290815,0.2846033204707794,0.17665318214359793,0.36000579850510345
78,8,196.876,196.93,0.28,196.93(28),0.054000000000002,0.0002742843210955,False,II,4,196.87648184095832,1.1388278352935954,0.053518159041686886,0.04699407354043962,0.24586683897466788
78,12,196.876,196.04,3.04,196.04(304),-0.8360000000000127,-0.0042463276377009,False,II,4,196.87648184095832,1.1388278352935954,-0.8364818409583279,0.7345112360576248,2.669411394582108
78,16,196.876,196.81,0.09,196.81(9),-0.0660000000000025,-0.00033523639245,False,II,4,196.87648184095832,1.1388278352935954,-0.06648184095831766,0.05837742887727917,0.0790286268132861
79,8,198.015,196.81,0.42,196.81(42),-1.204999999999984,-0.006085397570891,False,II,4,198.01530967625192,1.1388278352935954,-1.2053096762519147,1.0583774288772805,0.36880025846200176
79,12,198.015,197.74,0.1,197.74(10),-0.2749999999999772,-0.001388783678004,False,II,4,198.01530967625192,1.1388278352935954,-0.27530967625190783,0.24174828513998486,0.08780958534809567
79,16,198.015,197.8,1.54,197.80(154),-0.214999999999975,-0.0010857763300758,False,II,4,198.01530967625192,1.1388278352935954,-0.21530967625190556,0.18906253393112546,1.3522676143606733
80,8,201.265,199.24,5.76,199.24(576),-2.0249999999999773,-0.0100613618860704,False,II,4,201.2647519437038,1.2288425704367456,-2.024751943703791,1.6476902675858385,4.687337612297095
80,12,201.265,200.14,0.05,200.14(5),-1.125,-0.0055896454922614,False,II,4,201.2647519437038,1.2288425704367456,-1.1247519437038136,0.9152937656644358,0.04068869455119006
80,16,201.265,200.47,0.16,200.47(16),-0.7949999999999875,-0.0039500161478646,False,II,4,201.2647519437038,1.2288425704367456,-0.7947519437038011,0.6467483816265712,0.1302038225638082
