zero_index,omega_over_J,exact_ordinate_published_rounded,measured_ordinate,sigma_ordinate_published,parenthetical_as_published,residual_to_published_rounded,relative_residual_to_published_rounded,sigma_rounded_to_zero,source_table,source_pdf_page,reference_ordinate,reference_neighbor_gap,residual,absolute_residual_over_neighbor_gap,published_sigma_over_neighbor_gap
16,5,67.08,67.06,0.05,67.06(5),-0.019999999999996,-0.000298151460942,False,I,3,67.07981052949417,1.967266481412567,-0.019810529494165507,0.010070079311238427,0.025415977180731627
16,8,67.08,67.1,0.03,67.10(3),0.019999999999996,0.000298151460942,False,I,3,67.07981052949417,1.967266481412567,0.020189470505826534,0.010262702433342827,0.015249586308438975
16,12,67.08,66.98,0.1,66.98(10),-0.0999999999999943,-0.0014907573047107,False,I,3,67.07981052949417,1.967266481412567,-0.0998105294941638,0.05073564280040816,0.050831954361463254
16,16,67.08,66.5,0.4,66.50(40),-0.5799999999999983,-0.0086463923673225,False,I,3,67.07981052949417,1.967266481412567,-0.5798105294941678,0.2947290237354338,0.20332781744585302
17,5,69.546,69.36,0.04,69.36(4),-0.186000000000007,-0.0026744888275387,False,I,3,69.54640171117398,2.4665911816798056,-0.18640171117398552,0.07557057389909326,0.01621671248040345
17,8,69.546,69.32,0.07,69.32(7),-0.2260000000000133,-0.0032496477151815,False,I,3,69.54640171117398,2.4665911816798056,-0.22640171117399177,0.09178728637949925,0.028379246840706043
17,12,69.546,69.11,0.28,69.11(28),-0.436000000000007,-0.0062692318753056,False,I,3,69.54640171117398,2.4665911816798056,-0.4364017111739855,0.17692502690161482,0.11351698736282417
17,16,69.546,69.44,0.07,69.44(7),-0.1060000000000087,-0.0015241710522533,False,I,3,69.54640171117398,2.4665911816798056,-0.10640171117398722,0.043137148938287045,0.028379246840706043
18,5,72.067,71.82,0.03,71.82(3),-0.2469999999999999,-0.0034273662008963,False,I,3,72.0671576744819,2.5207559633079284,-0.24715767448191173,0.09804902897366255,0.011901191720531213
18,8,72.067,71.84,0.03,71.84(3),-0.2269999999999896,-0.0031498466704592,False,I,3,72.0671576744819,2.5207559633079284,-0.2271576744819015,0.09011490115997102,0.011901191720531213
18,12,72.067,71.76,0.08,71.76(8),-0.3069999999999879,-0.004259924792207,False,I,3,72.0671576744819,2.5207559633079284,-0.3071576744818998,0.12185141241472024,0.031736511254749904
18,16,72.067,71.95,0.07,71.95(7),-0.1169999999999902,-0.001623489253056,False,I,3,72.0671576744819,2.5207559633079284,-0.11715767448190206,0.04647719818469013,0.02776944734790617
19,5,75.705,76.33,0.37,76.33(37),0.625,0.0082557294762565,False,I,3,75.70469069908393,1.4401493697908723,0.6253093009160722,0.4341975311955835,0.25691779461301895
19,8,75.705,75.72,0.12,75.72(12),0.0150000000000005,0.0001981375074301,False,I,3,75.70469069908393,1.4401493697908723,0.015309300916072743,0.010630356293039135,0.0833246901447629
19,12,75.705,75.23,3.3200000000000003,75.23(332),-0.4749999999999943,-0.0062743544019548,False,I,3,75.70469069908393,1.4401493697908723,-0.47469069908392214,0.32961212846473914,2.3053164273384406
19,16,75.705,75.35,3.17,75.35(317),-0.355000000000004,-0.0046892543425137,False,I,3,75.70469069908393,1.4401493697908723,-0.3546906990839318,0.24628743831998298,2.2011605646574868
20,5,77.145,76.84,0.08,76.84(8),-0.3049999999999926,-0.0039535938816513,False,I,3,77.1448400688748,1.4401493697908723,-0.3048400688747961,0.21167253568917138,0.05554979342984193
20,8,77.145,77.41,0.06,77.41(6),0.2650000000000005,0.003435089766025,False,I,3,77.1448400688748,1.4401493697908723,0.2651599311251971,0.18411974249844767,0.04166234507238145
20,12,77.145,76.8,0.09,76.80(9),-0.3449999999999988,-0.0044720979972778,False,I,3,77.1448400688748,1.4401493697908723,-0.34484006887480234,0.2394474324040967,0.06249351760857218
20,16,77.145,76.82,0.8300000000000001,76.82(83),-0.3250000000000028,-0.0042128459394646,False,I,3,77.1448400688748,1.4401493697908723,-0.3248400688748063,0.22555998404663896,0.5763291068346101
21,5,79.337,78.89,0.06,78.89(6),-0.4470000000000027,-0.005634193377617,False,I,3,79.33737502024937,2.1925349513745624,-0.4473750202493676,0.20404464702781386,0.027365584280599174
21,8,79.337,79.26,0.02,79.26(2),-0.0769999999999981,-0.0009705433782472,False,I,3,79.33737502024937,2.1925349513745624,-0.07737502024936305,0.03529021063078354,0.009121861426866391
21,12,79.337,78.95,0.04,78.95(4),-0.3870000000000004,-0.0048779258101516,False,I,3,79.33737502024937,2.1925349513745624,-0.3873750202493653,0.17667906274721365,0.018243722853732783
21,16,79.337,79.09,0.09,79.09(9),-0.2469999999999999,-0.0031133014860657,False,I,3,79.33737502024937,2.1925349513745624,-0.24737502024936475,0.11282603275914864,0.04104837642089876
22,5,82.914,84.12,1.17,84.12(117),1.206000000000003,0.0145451914031406,False,I,3,82.91038085408603,1.82511212643102,1.209619145913976,0.6627642917914137,0.6410565044504514
22,8,82.914,82.8,0.02,82.80(2),-0.1140000000000043,-0.0013749185903466,False,I,3,82.91038085408603,1.82511212643102,-0.11038085408603138,0.06047894399884325,0.010958230845306862
22,12,82.914,82.67,0.04,82.67(4),-0.2439999999999997,-0.0029428082109173,False,I,3,82.91038085408603,1.82511212643102,-0.24038085408602683,0.13170744449333535,0.021916461690613724
22,16,82.914,82.74,0.08,82.74(8),-0.1740000000000066,-0.002098559953687,False,I,3,82.91038085408603,1.82511212643102,-0.17038085408603365,0.09335363653476508,0.04383292338122745
23,5,84.736,84.82,0.02,84.82(2),0.0839999999999889,0.0009913141993956,False,I,3,84.73549298051705,1.82511212643102,0.08450701948294181,0.046302371377146045,0.010958230845306862
23,8,84.736,84.67,0.03,84.67(3),-0.0660000000000025,-0.0007788897280967,False,I,3,84.73549298051705,1.82511212643102,-0.06549298051704966,0.03588435996265075,0.01643734626796029
23,12,84.736,84.31,0.12,84.31(12),-0.4260000000000019,-0.0050273791540785,False,I,3,84.73549298051705,1.82511212643102,-0.4254929805170491,0.23313251517817396,0.06574938507184117
23,16,84.736,84.58,0.08,84.58(8),-0.1560000000000059,-0.0018410120845922,False,I,3,84.73549298051705,1.82511212643102,-0.15549298051705307,0.0851963987665335,0.04383292338122745
24,5,87.425,87.5,0.07,87.50(7),0.0750000000000028,0.0008578781812982,False,I,3,87.42527461312523,1.383836594509236,0.07472538687477481,0.053998707052024045,0.05058400701191518
24,8,87.425,87.69,2.44,87.69(244),0.2650000000000005,0.0030311695739205,False,I,3,87.42527461312523,1.383836594509236,0.26472538687477254,0.19129815465579214,1.7632139587010431
24,12,87.425,87.23,0.06,87.23(6),-0.1949999999999931,-0.0022304832713753,False,I,3,87.42527461312523,1.383836594509236,-0.1952746131252212,0.14111103427964589,0.043357720295927285
24,16,87.425,87.2,0.08,87.20(8),-0.2249999999999943,-0.0025736345438947,False,I,3,87.42527461312523,1.383836594509236,-0.22527461312522234,0.16278989442761035,0.057810293727903056
25,5,88.809,87.93,0.47,87.93(47),-0.8789999999999907,-0.009897645508901,False,I,3,88.80911120763446,1.383836594509236,-0.8791112076344518,0.6352709641604903,0.33963547565143043
25,8,88.809,88.52,0.03,88.52(3),-0.2890000000000015,-0.0032541746895022,False,I,3,88.80911120763446,1.383836594509236,-0.28911120763446263,0.20892004791721316,0.021678860147963643
25,12,88.809,88.33,0.47,88.33(47),-0.4789999999999992,-0.0053935974957492,False,I,3,88.80911120763446,1.383836594509236,-0.47911120763446036,0.34621949552098125,0.33963547565143043
25,16,88.809,88.7,1.28,88.70(128),-0.1089999999999946,-0.0012273530835838,False,I,3,88.80911120763446,1.383836594509236,-0.10911120763445581,0.07884688702942635,0.9249646996464489
26,5,92.492,92.96,0.04,92.96(4),0.4679999999999893,0.005059897072179,False,I,3,92.49189927055849,2.1594447699614028,0.4681007294415025,0.2167690213488855,0.018523279945110587
26,8,92.492,92.34,0.03,92.34(3),-0.152000000000001,-0.0016433853738701,False,I,3,92.49189927055849,2.1594447699614028,-0.15189927055848784,0.07034181780032413,0.013892459958832941
26,12,92.492,92.37,0.05,92.37(5),-0.1219999999999998,-0.0013190329974484,False,I,3,92.49189927055849,2.1594447699614028,-0.1218992705584867,0.05644935784149066,0.02315409993138824
26,16,92.492,92.24,0.06,92.24(6),-0.2520000000000095,-0.0027245599619427,False,I,3,92.49189927055849,2.1594447699614028,-0.25189927055849637,0.11665001766310455,0.027784919917665882
27,5,94.651,94.55,0.59,94.55(59),-0.100999999999999,-0.0010670780023454,False,I,3,94.65134404051989,1.2192901877254227,-0.10134404051989065,0.08311724439359858,0.48388808992274496
27,8,94.651,94.97,0.12,94.97(12),0.3190000000000026,0.0033702760668139,False,I,3,94.65134404051989,1.2192901877254227,0.31865595948011105,0.26134546368700096,0.0984179165944566
27,12,94.651,94.34,1.44,94.34(144),-0.3109999999999928,-0.003285755036925,False,I,3,94.65134404051989,1.2192901877254227,-0.3113440405198844,0.2553485984338925,1.1810149991334793
27,16,94.651,94.34,2.11,94.34(211),-0.3109999999999928,-0.003285755036925,False,I,3,94.65134404051989,1.2192901877254227,-0.3113440405198844,0.2553485984338925,1.7305150334525286
28,5,95.871,95.82,0.08,95.82(8),-0.0510000000000019,-0.0005319648277372,False,I,3,95.87063422824531,1.2192901877254227,-0.050634228245314716,0.04152762710226719,0.06561194439630441
28,8,95.871,95.69,0.05,95.69(5),-0.1809999999999973,-0.0018879536043224,False,I,3,95.87063422824531,1.2192901877254227,-0.18063422824531017,0.14814703674625812,0.04100746524769026
28,12,95.871,94.66,2.9,94.66(290),-1.2109999999999983,-0.0126315569880359,False,I,3,95.87063422824531,1.2192901877254227,-1.2106342282453113,0.9929008208486783,2.3784329843660346
28,16,95.871,95.13,1.25,95.13(125),-0.7409999999999997,-0.0077291360265356,False,I,3,95.87063422824531,1.2192901877254227,-0.7406342282453124,0.6074306475203909,1.0251866311922564
29,5,98.831,98.87,0.03,98.87(3),0.0390000000000014,0.0003946130262771,False,I,3,98.83119421819369,2.486656787537699,0.03880578180631744,0.01560560427993086,0.012064391093435198
29,8,98.831,98.55,0.06,98.55(6),-0.2810000000000059,-0.0028432374457407,False,I,3,98.83119421819369,2.486656787537699,-0.28119421819368995,0.11308123405004757,0.024128782186870396
29,12,98.831,98.69,0.04,98.69(4),-0.1410000000000053,-0.0014266778642329,False,I,3,98.83119421819369,2.486656787537699,-0.14119421819368938,0.056780742280683076,0.016085854791246933
29,16,98.831,98.74,0.06,98.74(6),-0.0910000000000081,-0.0009207637279801,False,I,3,98.83119421819369,2.486656787537699,-0.09119421819369222,0.03667342379162555,0.024128782186870396
30,8,101.318,101.13,0.03,101.13(3),-0.1880000000000024,-0.0018555439309895,False,II,4,101.31785100573138,2.407687034746948,-0.1878510057313889,0.07802135535905827,0.012460091185876676
30,12,101.318,101.31,0.03,101.31(3),-0.0079999999999955,-7.895931621227784e-05,False,II,4,101.31785100573138,2.407687034746948,-0.007851005731382088,0.003260808243795374,0.012460091185876676
30,16,101.318,101.33,0.05,101.33(5),0.0120000000000004,0.0001184389743184,False,II,4,101.31785100573138,2.407687034746948,0.012148994268613933,0.005045919213454091,0.020766818643127797
31,8,103.726,103.5,0.04,103.50(4),-0.2259999999999991,-0.0021788172685729,False,II,4,103.72553804047834,1.721085011847755,-0.22553804047834092,0.13104410236900704,0.02324115294982207
31,12,103.726,103.74,0.09,103.74(9),0.0139999999999957,0.0001349709812389,False,II,4,103.72553804047834,1.721085011847755,0.014461959521653966,0.008402815329922386,0.05229259413709965
31,16,103.726,103.66,0.05,103.66(5),-0.0660000000000025,-0.0006362917686983,False,II,4,103.72553804047834,1.721085011847755,-0.06553804047834433,0.03807949056972076,0.029051441187277587
32,8,105.447,105.03,0.16,105.03(16),-0.4170000000000016,-0.0039545933027966,False,II,4,105.44662305232609,1.721085011847755,-0.4166230523260879,0.24207000203830828,0.09296461179928828
32,12,105.447,105.49,0.07,105.49(7),0.0429999999999921,0.0004077877986096,False,II,4,105.44662305232609,1.721085011847755,0.043376947673905875,0.025203256884641874,0.04067201766218862
32,16,105.447,104.46,0.58,104.46(58),-0.987000000000009,-0.0093601524936698,False,II,4,105.44662305232609,1.721085011847755,-0.9866230523260953,0.573256431573277,0.33699671777241996
33,8,107.169,106.03,1.12,106.03(112),-1.1389999999999958,-0.0106280734167529,False,II,4,107.1686111842764,1.721988131950313,-1.1386111842763995,0.6612189498581593,0.6504109867072633
33,12,107.169,106.99,0.17,106.99(17),-0.179000000000002,-0.0016702591234405,False,II,4,107.1686111842764,1.721988131950313,-0.17861118427640577,0.10372381839479454,0.09872309619663817
33,16,107.169,106.93,0.05,106.93(5),-0.2389999999999901,-0.0022301225167724,False,II,4,107.1686111842764,1.721988131950313,-0.23861118427639383,0.13856726411124815,0.02903620476371711
34,8,111.03,111.03,0.16,111.03(16),0.0,0.0,False,II,4,111.02953554316967,0.8451236338229625,0.00046445683032914076,0.000549572644452203,0.18932141239055325
34,12,111.03,111.6,2.27,111.60(227),0.5699999999999932,0.005133747635774,False,II,4,111.02953554316967,0.8451236338229625,0.5704644568303223,0.67500710428579,2.685997538290974
34,16,111.03,110.27,1.73,110.27(173),-0.7600000000000051,-0.0068449968476988,False,II,4,111.02953554316967,0.8451236338229625,-0.759535543169676,0.8987271362106818,2.047037771472857
35,8,111.875,111.54,0.19,111.54(19),-0.3349999999999937,-0.0029944134078211,False,II,4,111.87465917699264,0.8451236338229625,-0.3346591769926306,0.39598842536065604,0.22481917721378197
35,12,111.875,111.88,0.07,111.88(7),0.0049999999999954,4.469273743012695e-05,False,II,4,111.87465917699264,0.8451236338229625,0.005340823007358608,0.006319575969256836,0.08282811792086706
35,16,111.875,112.86,3.37,112.86(337),0.9849999999999994,0.008804469273743,False,II,4,111.87465917699264,0.8451236338229625,0.9853408230073626,1.1659132268614,3.987582248476028
36,8,114.32,113.94,0.1,113.94(10),-0.3799999999999954,-0.0033240027991602,False,II,4,114.32022091545271,1.9064594054048416,-0.38022091545271053,0.19943824367556864,0.05245325429773038
36,12,114.32,114.49,0.09,114.49(9),0.1700000000000017,0.0014870538838348,False,II,4,114.32022091545271,1.9064594054048416,0.16977908454728663,0.08905465496194691,0.047207928867957334
36,16,114.32,114.06,0.06,114.06(6),-0.2599999999999909,-0.0022743177046885,False,II,4,114.32022091545271,1.9064594054048416,-0.260220915452706,0.13649433851828982,0.031471952578638225
37,8,116.227,115.96,0.11,115.96(11),-0.2670000000000101,-0.0022972286990115,False,II,4,116.22668032085755,1.9064594054048416,-0.2666803208575601,0.1398825068614193,0.05769857972750341
37,12,116.227,116.12,0.06,116.12(6),-0.1069999999999993,-0.0009206122501656,False,II,4,116.22668032085755,1.9064594054048416,-0.1066803208575493,0.055957299985045034,0.031471952578638225
37,16,116.227,115.82,0.2,115.82(20),-0.4070000000000107,-0.0035017680917515,False,II,4,116.22668032085755,1.9064594054048416,-0.4066803208575607,0.21331706287824212,0.10490650859546076
38,8,118.791,118.77,0.03,118.77(3),-0.0210000000000007,-0.0001767810692729,False,II,4,118.79078286597621,2.5641025451186628,-0.020782865976215703,0.00810531779073364,0.011700000086623542
38,12,118.791,118.71,0.04,118.71(4),-0.081000000000003,-0.0006818698386241,False,II,4,118.79078286597621,2.5641025451186628,-0.08078286597621798,0.031505317963981615,0.015600000115498057
38,16,118.791,118.96,0.07,118.96(7),0.1689999999999969,0.0014226667003392,False,II,4,118.79078286597621,2.5641025451186628,0.16921713402378202,0.06599468275788124,0.027300000202121602
39,8,121.37,121.27,0.06,121.27(6),-0.1000000000000085,-0.000823926835297,False,II,4,121.37012500242065,1.5767042911319422,-0.10012500242065414,0.06350271448095872,0.03805406019217782
39,12,121.37,121.78,0.97,121.78(97),0.4099999999999966,0.0033781000247177,False,II,4,121.37012500242065,1.5767042911319422,0.409874997579351,0.25995679715255604,0.6152073064402082
39,16,121.37,122.26,0.6900000000000001,122.26(69),0.8900000000000006,0.0073329488341435,False,II,4,121.37012500242065,1.5767042911319422,0.889874997579355,0.5643892786899812,0.43762169221004504
40,8,122.947,122.99,0.22,122.99(22),0.0429999999999921,0.0003497441987197,False,II,4,122.94682929355258,1.309989260793179,0.0431707064474125,0.032955007906914656,0.167940308050154
40,12,122.947,123.48,3.23,123.48(323),0.5330000000000013,0.0043352013469218,False,II,4,122.94682929355258,1.309989260793179,0.5331707064474216,0.4070038758368101,2.4656690681908975
40,16,122.947,123.12,0.05,123.12(5),0.1730000000000018,0.0014071103808958,False,II,4,122.94682929355258,1.309989260793179,0.17317070644742216,0.13219246266383122,0.03816825182958046
