source_file,beta,zero_neighborhood_index,point_index,encoded_dimensionless_time,x_mean,x_std,y_mean,y_std,abs_mean,abs_std
tscan_beta03_exp.npz,0.3,2,1,19.82204,0.24645469440474643,0.002640719985582379,0.000578905441392772,0.012225343900111272,0.2466562387161028,0.002803493824883189
tscan_beta03_exp.npz,0.3,2,2,20.122040000000002,0.1975975124411816,0.004321129056421074,-0.03622134156976449,0.01090381845597901,0.20108129900835567,0.004709135695249333
tscan_beta03_exp.npz,0.3,2,3,20.42204,0.09272902709139574,0.005311377368578409,-0.1289085622756392,0.0064726375494672285,0.15883148154065416,0.0072856923990250915
tscan_beta03_exp.npz,0.3,2,4,20.72204,0.022003605437168117,0.01671718697729645,-0.07446301108846914,0.004705521465102058,0.07857910563340868,0.009107168515345907
tscan_beta03_exp.npz,0.3,2,5,21.02204,-0.06563514578185704,0.010979205796111453,-0.033238179562162885,0.003497814899988376,0.0738470668468887,0.008474500561861352
tscan_beta03_exp.npz,0.3,2,6,21.32204,-0.09001374566861832,0.007131980367583074,0.07947485309117451,0.01672243152895594,0.12033117814308263,0.01546629351164982
tscan_beta03_exp.npz,0.3,2,7,21.622040000000002,-0.04634780653734116,0.003198340617112017,0.1729013381617561,0.023663135893617595,0.17902250544717924,0.0236870230625969
tscan_beta03_exp.npz,0.3,2,8,21.92204,0.037411952585517515,0.008185668457387944,0.28230462747742985,0.02930244160541564,0.28493106045719824,0.028114227170330165
tscan_beta03_exp.npz,0.3,2,9,22.22204,0.19770682786554158,0.010357510475595643,0.2626265768903528,0.014037397521741641,0.3287309654101805,0.01730081309853517
tscan_beta03_exp.npz,0.3,2,10,22.52204,0.3205045098059185,0.012904667797336358,0.21505385786236508,0.00996042632767872,0.3859690199192372,0.016265543907031402
tscan_beta03_exp.npz,0.3,3,0,23.510857,0.35016596656976895,0.005474112878664141,-0.21821206019425085,0.004422365397443946,0.41261189596893727,0.005071412213096615
tscan_beta03_exp.npz,0.3,3,1,23.810857000000002,0.2312413592720356,0.009380982037097665,-0.3636295569775132,0.005389199397878057,0.43101767010277275,0.0011089640924170348
tscan_beta03_exp.npz,0.3,3,2,24.110857000000003,0.032382269948430444,0.004316086261009645,-0.3127197023645391,0.0042657458023553805,0.3144128281900432,0.004125636088995653
tscan_beta03_exp.npz,0.3,3,3,24.410857,-0.12009459780366362,0.010710809438526418,-0.21271454088300215,0.009424106874996325,0.2443245962811024,0.012924983341165928
tscan_beta03_exp.npz,0.3,3,4,24.710857,-0.12604384246694722,0.00743335794198212,-0.06268045577097066,0.012779267769573806,0.1412390931759023,0.0044358733668921554
tscan_beta03_exp.npz,0.3,3,5,25.010857,-0.037559291917525044,0.009101266291364886,0.0951846615472891,0.001156660029903321,0.10256692949706218,0.0032308939436147834
tscan_beta03_exp.npz,0.3,3,6,25.310857000000002,0.07057392574931434,0.00830723269709286,0.10897236286697976,0.010779620297945146,0.1299341253903864,0.012015706975796273
tscan_beta03_exp.npz,0.3,3,7,25.610857000000003,0.17381161691575195,0.036768411434223575,0.08629019883267712,0.014158873906546902,0.1943438160151272,0.037186374371428015
tscan_beta03_exp.npz,0.3,3,8,25.910857,0.20133424620739915,0.017636245605114384,-0.027501014021028437,0.0027907597340726324,0.20324018145381947,0.017223390055232695
tscan_beta03_exp.npz,0.3,3,9,26.210857,0.24654029429004098,0.007430028021576026,-0.16526375876567811,0.0035053379776074423,0.2968577282409857,0.004697498388571316
tscan_beta03_exp.npz,0.3,3,10,26.510857,0.11176267548660912,0.013029423310098697,-0.18731982861297722,0.006456339902308801,0.2182306911266548,0.01199662900910692
tscan_beta03_exp.npz,0.3,4,0,28.924876,0.37865926769301966,0.004858076573405802,0.1360937637534144,0.006426731015277721,0.402391658247715,0.006547072024441436
tscan_beta03_exp.npz,0.3,4,1,29.224876000000002,0.3824191387075928,0.015904870113940057,-0.06420647795977566,0.010932803594869827,0.3878397013209649,0.017127299830000227
tscan_beta03_exp.npz,0.3,4,2,29.524876000000003,0.23800131066339014,0.006556183231660817,-0.163976575074352,0.011468869047120788,0.2891834508367221,0.0057730161046045956
tscan_beta03_exp.npz,0.3,4,3,29.824876,0.1392325850662627,0.00986360794767608,-0.16574778914829608,0.0072015759454272165,0.21663532534260535,0.006318283475095828
tscan_beta03_exp.npz,0.3,4,4,30.124876,0.030545158359016333,0.0056252850229173805,-0.15745667853855494,0.0033594759502452616,0.16046001084763106,0.0031977745032010954
tscan_beta03_exp.npz,0.3,4,5,30.424876,-0.055570802108686,0.007541987868913245,-0.06550125325705594,0.006797955215350613,0.0861701182348832,0.005740400602371005
tscan_beta03_exp.npz,0.3,4,6,30.724876000000002,-0.04858618874101675,0.006576245367359446,0.1481076774866121,0.0087584411803449,0.15589976221509974,0.010373346000126253
tscan_beta03_exp.npz,0.3,4,7,31.024876000000003,0.04318656411724651,0.013778495870508653,0.1409621444375836,0.007335224654513326,0.14770166293636264,0.011094541224327988
tscan_beta03_exp.npz,0.3,4,8,31.324876,0.21489339913448943,0.003599113413060309,0.184518910832408,0.004196492246521315,0.2832743104007925,0.0019141406682994838
tscan_beta03_exp.npz,0.3,4,9,31.624876,0.25299522944224945,0.011335999925097278,0.05574305143257008,0.010467315127063436,0.259266436829975,0.008958377968685647
tscan_beta03_exp.npz,0.3,4,10,31.924876,0.2648357715550705,0.010521177561429203,-0.10112448172317923,0.011820813085119094,0.2837423435150745,0.00566309037181102
tscan_beta03_exp.npz,0.3,5,0,31.435060999999997,0.1920966276224371,0.0022600503205934853,0.12867716903509982,0.009105363983731763,0.2312686342700633,0.006973947749931481
tscan_beta03_exp.npz,0.3,5,1,31.735060999999998,0.28081133835044764,0.006400612053193911,0.03948753923512318,0.010417451248035512,0.28367955717353244,0.007730759304618595
tscan_beta03_exp.npz,0.3,5,2,32.035061,0.23819967834849845,0.009717621377312337,-0.11704414816215221,0.00976344326217106,0.2654889624111723,0.010991011000953219
tscan_beta03_exp.npz,0.3,5,3,32.335060999999996,0.15072812382767972,0.00809827800125563,-0.14084285801126042,0.004704839804673003,0.20629726845377938,0.009131818823530834
tscan_beta03_exp.npz,0.3,5,4,32.635061,-0.012205157339882701,0.00812261315339566,-0.1865348852643073,0.009773919711963588,0.1870303698263519,0.010359122756877967
tscan_beta03_exp.npz,0.3,5,5,32.935061,-0.10702042144681369,0.007832251441245478,-0.007307870295409691,0.003477112880470599,0.10729894695731966,0.008000113234205526
tscan_beta03_exp.npz,0.3,5,6,33.235060999999995,-0.025871381545991046,0.007013411008469174,0.11932444536446844,0.008550151292244582,0.12216918878513738,0.009787975041885078
tscan_beta03_exp.npz,0.3,5,7,33.535061,0.0019648630550860896,0.010587745014192443,0.2765570705149052,0.002753536789860998,0.2767002292860145,0.0025822251753778933
tscan_beta03_exp.npz,0.3,5,8,33.835060999999996,0.28620183916905423,0.004091767713109182,0.32691369021646577,0.004963058351364602,0.43450031631961905,0.00562739553331375
tscan_beta03_exp.npz,0.3,5,9,34.135061,0.449218710942426,0.004790566125652144,0.15056363181998775,0.004632513839663857,0.4737916219384837,0.005190800615506854
tscan_beta03_exp.npz,0.3,5,10,34.435061,0.4784842173221177,0.009305270480218751,-0.03506432475650218,0.007453391457152242,0.47980026696759664,0.009730183715715907
tscan_beta05_exp.npz,0.5,1,0,12.634725,0.33812963926020306,0.012226610119168466,-0.1866496402609833,0.009990161615027119,0.3864110017703995,0.005806171197894453
tscan_beta05_exp.npz,0.5,1,1,12.934725,0.22370033535048348,0.0022704951394602072,-0.21723968697967044,0.012951715981460487,0.31195261750507947,0.0073233322369725355
tscan_beta05_exp.npz,0.5,1,2,13.234725,0.0814771683674418,0.01031215715890042,-0.2356070825836599,0.007358665377144416,0.24949286103386678,0.0037813323374339984
tscan_beta05_exp.npz,0.5,1,3,13.534725,-0.008161903787747107,0.005115683473012532,-0.1139277255222211,0.005114854029748415,0.1142950479180725,0.005148781934635941
tscan_beta05_exp.npz,0.5,1,4,13.834724999999999,0.04258898019177653,0.005279120535245814,-0.044147044424138915,0.007857632372198883,0.06173430817923307,0.004135025793527474
tscan_beta05_exp.npz,0.5,1,5,14.134725,0.04368362813501491,0.02006106061284832,-0.014305120532371695,0.015721132783810175,0.04930489044290288,0.0131333772223485
tscan_beta05_exp.npz,0.5,1,6,14.434725,0.03686280644098797,0.0045564975481475825,0.09091770080551172,0.006227522869408183,0.09824498279424632,0.004332548018439244
tscan_beta05_exp.npz,0.5,1,7,14.734725,0.121430415332961,0.013123974844223419,0.10941909782813258,0.019533872666364013,0.1635609040208398,0.022413924624500155
tscan_beta05_exp.npz,0.5,1,8,15.034725,0.13982790511936438,0.018179581101562967,0.1697484240577125,0.02412310197884132,0.21995160756289525,0.029898369421717495
tscan_beta05_exp.npz,0.5,1,9,15.334724999999999,0.21778001206945494,0.009204793890576839,0.12325632953674576,0.010444017969944394,0.25026911634209953,0.013124194897429603
tscan_beta05_exp.npz,0.5,1,10,15.634725,0.3252271206873887,0.005697170711550928,0.11223860935812803,0.0044450547743503325,0.3440566113991676,0.006713172627788565
tscan_beta05_exp.npz,0.5,2,0,19.52204,0.2179151507448204,0.022026469772584337,0.12213010270898628,0.01729359804061625,0.25063484925660623,0.01271435325835976
tscan_beta05_exp.npz,0.5,2,1,19.82204,0.24247579341540396,0.02757546344943327,0.016998491489788038,0.03826135486449811,0.24539463732403152,0.022841499019673715
tscan_beta05_exp.npz,0.5,2,2,20.122040000000002,0.22939787813297915,0.0059411215131768376,-0.0880737434181016,0.019189164368159123,0.24621919351463184,0.006183868439343579
tscan_beta05_exp.npz,0.5,2,3,20.42204,0.09388918432776637,0.01300394993116817,-0.11132284843261975,0.007863636750190993,0.14589212783745653,0.010775125273894862
tscan_beta05_exp.npz,0.5,2,4,20.72204,0.027340784862397768,0.0017714595359296268,-0.09632245365640806,0.006756956409779043,0.10015794768805546,0.006298666058015842
tscan_beta05_exp.npz,0.5,2,5,21.02204,0.0286009364570404,0.0059087481292799,0.05506456615020013,0.021242233786266218,0.06316023468592069,0.01665841978126775
tscan_beta05_exp.npz,0.5,2,6,21.32204,-0.04031009668169325,0.0055613483328791,0.11843922876703776,0.02032844166744242,0.12546206521641634,0.01766951135376991
tscan_beta05_exp.npz,0.5,2,7,21.622040000000002,0.04731764154360005,0.006958244327937585,0.18162809877660316,0.001959236931269439,0.1877771733170203,0.0018557329449330046
tscan_beta05_exp.npz,0.5,2,8,21.92204,0.14656538339383904,0.0022157196560816726,0.2827338823597785,0.015283303965923306,0.3185281956202774,0.01334021931861485
tscan_beta05_exp.npz,0.5,2,9,22.22204,0.2831030096474701,0.01063230758576257,0.270230231111063,0.014668586883064152,0.3913903780657095,0.01749597550315222
tscan_beta05_exp.npz,0.5,2,10,22.52204,0.3738191126052046,0.01813812317288052,0.1983748410930494,0.016532390247186845,0.4232235248044884,0.023770639643679096
tscan_beta05_exp.npz,0.5,3,0,23.510857,0.39781904676237595,0.00970620817823056,-0.25854308566945455,0.008276648428767786,0.47453086050967536,0.0070843979240065025
tscan_beta05_exp.npz,0.5,3,1,23.810857000000002,0.26656744947910466,0.012024499658912745,-0.35276512731281,0.013490911698312263,0.4421918544702426,0.01668230516078387
tscan_beta05_exp.npz,0.5,3,2,24.110857000000003,0.08667697600839136,0.010734668880791722,-0.3164828282243564,0.0031263656935877166,0.32826439311688554,0.0003971046521054027
tscan_beta05_exp.npz,0.5,3,3,24.410857,-0.06086077869705686,0.003408190838863791,-0.2423011773821724,0.015605928721089044,0.24983233162148819,0.015865443816567577
tscan_beta05_exp.npz,0.5,3,4,24.710857,-0.028431448866318935,0.007653471018945121,-0.09150073093590518,0.01311325277688897,0.09592754724450497,0.014088580701151243
tscan_beta05_exp.npz,0.5,3,5,25.010857,-0.02162625795039272,0.01897364549065352,0.05038492349061574,0.011554323243818752,0.05607511152547795,0.016922698723124876
tscan_beta05_exp.npz,0.5,3,6,25.310857000000002,0.09685976347649693,0.008087626289624466,0.07833016149755573,0.009576237247078711,0.12483102060010998,0.007686379781761272
tscan_beta05_exp.npz,0.5,3,7,25.610857000000003,0.16148174844099134,0.0031832223965568528,0.05803530689877545,0.005020122733184834,0.17163945027991234,0.0034439930441898864
tscan_beta05_exp.npz,0.5,3,8,25.910857,0.22135984682239895,0.015278373677019886,-0.047687187198611085,0.012434944969516148,0.22660574822251486,0.01655848059478325
tscan_beta05_exp.npz,0.5,3,9,26.210857,0.16075090459982236,0.008935174577891671,-0.15626669434374502,0.006155192901313733,0.22435341956364238,0.002497614004222462
tscan_beta05_exp.npz,0.5,3,10,26.510857,0.13164740892989293,0.012693944508394858,-0.19460694134463066,0.01509420933980307,0.23497272576812403,0.01936624503158657
tscan_beta05_exp.npz,0.5,4,0,28.924876,0.3977475609730981,0.010423264369401873,0.07751816327921025,0.005132684939622549,0.40526353949912,0.00977067403599852
tscan_beta05_exp.npz,0.5,4,1,29.224876000000002,0.36910386899060205,0.009459512979398592,-0.05699278879286553,0.00792599943539102,0.3735363368901967,0.009326173071898342
tscan_beta05_exp.npz,0.5,4,2,29.524876000000003,0.2585254945439039,0.00594897386342097,-0.10340753510655372,0.020512991093536867,0.2789581319043058,0.004747476097458317
tscan_beta05_exp.npz,0.5,4,3,29.824876,0.19404833672386634,0.007525297156569283,-0.17846527008907884,0.014074989108168094,0.263784181133755,0.011768963887341508
tscan_beta05_exp.npz,0.5,4,4,30.124876,0.051512787361226546,0.00938108052601075,-0.1282064569267669,0.004059931089716108,0.13833219526555984,0.006040499231198052
tscan_beta05_exp.npz,0.5,4,5,30.424876,-0.01901598675558207,0.002940216127404939,-0.04133346672049016,0.0013844219224971482,0.04554655218907975,0.001980834571589732
tscan_beta05_exp.npz,0.5,4,6,30.724876000000002,0.025064785187034328,0.008315312883963085,0.08296635839981908,0.008412452510973752,0.08707788120963635,0.005793773862293134
tscan_beta05_exp.npz,0.5,4,7,31.024876000000003,0.09867477762710103,0.008118344640239824,0.19385619985023297,0.01333297047833288,0.21760556017955826,0.013813501731339379
tscan_beta05_exp.npz,0.5,4,8,31.324876,0.2425152430930103,0.013034078838094003,0.14984415479313307,0.009244296245505103,0.28508060997555984,0.01578872177764431
tscan_beta05_exp.npz,0.5,4,9,31.624876,0.2972213626050238,0.021089670904564463,0.09401614699143264,0.01072078652374662,0.31182729987561353,0.021787002704121646
tscan_beta05_exp.npz,0.5,4,10,31.924876,0.2933544647081407,0.024143794775743903,-0.02399236514915537,0.010919690213745505,0.2944405457826395,0.0246581281496522
tscan_beta05_exp.npz,0.5,5,0,31.435060999999997,0.24663407185554861,0.021613900800203666,0.09234332422658618,0.00047090772803004864,0.263434820688591,0.020099943505909667
tscan_beta05_exp.npz,0.5,5,1,31.735060999999998,0.3220476433754024,0.014687559598096485,0.03264762664392241,0.010994617545992303,0.3238509200618214,0.013722484406800734
tscan_beta05_exp.npz,0.5,5,2,32.035061,0.2942300137578435,0.010693481543501325,-0.03488845626333215,0.021172806083736787,0.2967359954838631,0.012923614271973074
tscan_beta05_exp.npz,0.5,5,3,32.335060999999996,0.14464656766822168,0.008553965171098526,-0.18634019245596842,0.005936913148111661,0.23590998467502622,0.009802104259142439
tscan_beta05_exp.npz,0.5,5,4,32.635061,0.03911857599928994,0.0025109690496785274,-0.16192184534581713,0.0023258151585218456,0.16659238849435745,0.002366222294731283
tscan_beta05_exp.npz,0.5,5,5,32.935061,-0.037993687816171344,0.020357661624538895,-0.027650906891044602,0.012474888680466928,0.05017256761397949,0.010308582424131223
tscan_beta05_exp.npz,0.5,5,6,33.235060999999995,-0.029257190045862826,0.006761843064537564,0.07935584073860762,0.005230108821207131,0.08471491019922818,0.006176689071229315
tscan_beta05_exp.npz,0.5,5,7,33.535061,0.11545724810927498,0.0029694876635556304,0.22216969863437105,0.009625733388730792,0.2504056492468458,0.009034131753208245
tscan_beta05_exp.npz,0.5,5,8,33.835060999999996,0.3218602773196682,0.009234743303456628,0.2413632848887035,0.022110343129122786,0.40265274196020756,0.0124784597565866
tscan_beta05_exp.npz,0.5,5,9,34.135061,0.4904171233772802,0.025001935102828342,0.06296802270214806,0.012766550434548283,0.49460463209370387,0.023417058164054684
tscan_beta05_exp.npz,0.5,5,10,34.435061,0.5220105913597711,0.014676911999678152,-0.1440625396184851,0.015012133156829555,0.5416664947559745,0.014508542159251637
