4862.574 4862.783
5035.857 5036.015
5036.008 5036.145
5036.605 5036.728
5036.742 5036.871
5037.037 5037.195
5037.641 5037.757
5038.635 5038.807
5039.052 5039.225
5039.628 5039.765
5040.204 5040.319
5041.083 5041.191
5043.236 5043.373
5043.474 5043.611
5044.245 5044.396
5044.404 5044.569
5543.661 5543.899
5544.889 5545.055
5564.409 5564.616
5565.411 5565.666
5578.744 5579.055
5582.651 5582.890
5590.568 5590.815
5606.580 5606.836
6001.277 6001.491
6004.236 6004.373
6006.252 6006.398
6017.434 6017.588
6005.282 6005.540
6005.625 6005.874
6029.928 6030.170
6030.066 6030.299
6138.152 6138.608
7103.492 7103.665
7104.111 7104.376
7105.035 7105.228
7105.827 7105.990
7105.471 7105.726
7106.537 7106.782
