cosmic_age_Gyr,exponent,normalized_delta_cos
1.0471285480508996,3,1.057252176027304
1.0715193052376064,3,1.0567218477255593
1.096478196143185,3,1.0561918740551817
1.1220184543019633,3,1.0556622547197931
1.1481536214968828,3,1.0551329894233121
1.1748975549395295,3,1.0546040778699528
1.202264434617413,3,1.0540755197642289
1.2302687708123814,3,1.0535473148109469
1.2589254117941673,3,1.053019462715211
1.288249551693134,3,1.0524919631824208
1.318256738556407,3,1.0519648159182702
1.3489628825916535,3,1.0514380206287492
1.3803842646028848,3,1.0509115770201405
1.4125375446227544,3,1.0503854847990217
1.4454397707459274,3,1.0498597436722643
1.4791083881682074,3,1.0493343533470332
1.5135612484362082,3,1.0488093135307868
1.5488166189124812,3,1.0482846239312735
1.5848931924611136,3,1.0477602842565388
1.62181009735893,3,1.0472362942149156
1.6595869074375607,3,1.0467126535150313
1.6982436524617444,3,1.046189361865803
1.7378008287493754,3,1.0456664189764402
1.7782794100389228,3,1.0451438245564428
1.8197008586099834,3,1.0446215783156
1.8620871366628675,3,1.0440996799639914
1.9054607179632472,3,1.0435781292119874
1.9498445997580451,3,1.0430569257702458
1.9952623149688795,3,1.0425360693497152
2.041737944669529,3,1.0420155596616307
2.0892961308540396,3,1.0414953964175186
2.137962089502232,3,1.0409755793291904
2.1877616239495525,3,1.0404561081087467
2.23872113856834,3,1.0399369824685742
2.290867652767773,3,1.0394182021213487
2.344228815319922,3,1.038899766780031
2.3988329190194904,3,1.0383816761578684
2.4547089156850306,3,1.0378639299683943
2.51188643150958,3,1.0373465279254273
2.570395782768864,3,1.0368294697430716
2.6302679918953817,3,1.0363127551357167
2.6915348039269156,3,1.0357963838180366
2.7542287033381663,3,1.0352803555049894
2.8183829312644537,3,1.0347646699118171
2.884031503126606,3,1.0342493267540458
2.951209226666386,3,1.0337343257474838
3.019951720402016,3,1.033219666608224
3.0902954325135905,3,1.0327053490526408
3.1622776601683795,3,1.0321913727973906
3.2359365692962827,3,1.0316777375594133
3.311311214825911,3,1.0311644430559284
3.3884415613920256,3,1.0306514890044396
3.4673685045253166,3,1.0301388751227285
3.548133892335755,3,1.0296266011288593
3.630780547701014,3,1.0291146667411757
3.715352290971726,3,1.0286030716783026
3.8018939632056115,3,1.0280918156591428
3.890451449942806,3,1.0275808984028805
3.9810717055349722,3,1.0270703196289765
4.073802778041127,3,1.0265600790571732
4.168693834703354,3,1.0260501764074899
4.265795188015926,3,1.0255406114002232
4.36515832240166,3,1.0250313837559486
4.466835921509632,3,1.0245224931955197
4.570881896148751,3,1.0240139394400651
4.677351412871983,3,1.0235057222109927
4.786300923226384,3,1.0229978412299845
4.8977881936844625,3,1.0224902962190003
5.011872336272724,3,1.0219830869002746
5.1286138399136485,3,1.0214762129963193
5.248074602497725,3,1.0209696742299197
5.370317963702527,3,1.0204634703241362
5.495408738576245,3,1.0199576010023048
5.62341325190349,3,1.0194520659880344
5.7543993733715695,3,1.0189468650052087
5.88843655355589,3,1.0184419977779853
6.025595860743578,3,1.0179374640307943
6.165950018614822,3,1.017433263488339
6.309573444801933,3,1.0169293958755956
6.4565422903465555,3,1.0164258609178125
6.606934480075961,3,1.015922658340511
6.760829753919819,3,1.015419787869482
6.918309709189364,3,1.0149172492307896
7.079457843841379,3,1.0144150421507694
7.244359600749901,3,1.013913166356026
7.413102413009175,3,1.0134116215734361
7.5857757502918375,3,1.0129104075301452
7.762471166286917,3,1.01240952395357
7.943282347242816,3,1.0119089705713953
8.128305161640993,3,1.011408747111577
8.31763771102671,3,1.0109088533023374
8.511380382023766,3,1.0104092888721699
8.709635899560807,3,1.0099100535498344
8.912509381337456,3,1.0094111470643607
