shots,assumed_floor,assumed_delta,mean_density_envelope_log10_T,q,kappa_tau_visibility
1.0,0.0,1.0,1.4803680452790355,0.25,1
1.0592537251772889,0.0,0.9716279515771061,1.5002882996909324,0.25,1
1.1220184543019633,0.0,0.9440608762859234,1.5207902360335037,0.25,1
1.1885022274370185,0.0,0.9172759353897796,1.5418908397257844,0.25,1
1.2589254117941673,0.0,0.8912509381337456,1.5636075921700008,0.25,1
1.333521432163324,0.0,0.8659643233600653,1.585958485234539,0.25,1
1.4125375446227544,0.0,0.8413951416451951,1.608962036159828,0.25,1
1.4962356560944334,0.0,0.81752303794365,1.6326373028994794,0.25,1
1.5848931924611136,0.0,0.7943282347242815,1.6570038999093972,0.25,1
1.6788040181225603,0.0,0.7717915155850125,1.6820820143979387,0.25,1
1.7782794100389228,0.0,0.7498942093324559,1.707892423050588,0.25,1
1.8836490894898006,0.0,0.7286181745132277,1.7344565092429984,0.25,1
1.9952623149688797,0.0,0.7079457843841379,1.7617962807566654,0.25,1
2.113489039836647,0.0,0.6878599123088076,1.7899343880119065,0.25,1
2.23872113856834,0.0,0.6683439175686146,1.818894142833254,0.25,1
2.371373705661655,0.0,0.6493816315762113,1.8486995377628062,0.25,1
2.51188643150958,0.0,0.6309573444801932,1.8793752659375396,0.25,1
2.6607250597988097,0.0,0.6130557921498206,1.9109467415470482,0.25,1
2.8183829312644537,0.0,0.5956621435290105,1.9434401208886607,0.25,1
2.98538261891796,0.0,0.5787619883491206,1.9768823240373763,0.25,1
3.1622776601683795,0.0,0.5623413251903491,2.011301057148578,0.25,1
3.3496543915782766,0.0,0.5463865498818542,2.046724835411991,0.25,1
3.548133892335755,0.0,0.5308844442309884,2.083183006675914,0.25,1
3.758374042884442,0.0,0.5158221650723056,2.1207057757612886,0.25,1
3.981071705534973,0.0,0.5011872336272722,2.1593242294857506,0.25,1
4.216965034285822,0.0,0.4869675251658631,2.1990703624184005,0.25,1
4.466835921509632,0.0,0.4731512589614804,2.2399771033866243,0.25,1
4.731512589614805,0.0,0.4597269885308721,2.2820783427569253,0.25,1
5.011872336272724,0.0,0.4466835921509631,2.3254089605123784,0.25,1
5.308844442309884,0.0,0.4340102636447438,2.3700048551499506,0.25,1
5.62341325190349,0.0,0.4216965034285823,2.4159029734216473,0.25,1
5.956621435290105,0.0,0.40973210981354147,2.46314134094411,0.25,1
6.309573444801933,0.0,0.3981071705534972,2.5117590937020324,0.25,1
6.683439175686147,0.0,0.3868120546330521,2.5617965104714946,0.25,1
7.07945784384138,0.0,0.37583740428844414,2.6132950461900726,0.25,1
7.498942093324558,0.0,0.3651741272548377,2.666297366301374,0.25,1
7.943282347242816,0.0,0.3548133892335754,2.7208473821024532,0.25,1
8.413951416451951,0.0,0.3447466065731494,2.7769902871233882,0.25,1
8.912509381337456,0.0,0.3349654391578276,2.8347725945691615,0.25,1
9.440608762859236,0.0,0.32546178349804583,2.8942421758548615,0.25,1
10.0,0.0,0.31622776601683794,2.955448300266136,0.25,1
10.592537251772892,0.0,0.3072557365267446,3.018441675777748,0.25,1
11.220184543019636,0.0,0.29853826189179594,3.083274491064055,0.25,1
11.885022274370183,0.0,0.2900681198693154,3.150000458736221,0.25,1
12.589254117941675,0.0,0.28183829312644537,3.218674859841973,0.25,1
13.33521432163324,0.0,0.27384196342643613,3.2893545896647747,0.25,1
14.125375446227547,0.0,0.2660725059798809,3.3620982048603625,0.25,1
14.962356560944336,0.0,0.25852348395621905,3.436965971969689,0.25,1
15.848931924611142,0.0,0.25118864315095796,3.5140199173484787,0.25,1
16.788040181225607,0.0,0.244061906804198,3.593323878554738,0.25,1
17.78279410038923,0.0,0.23713737056616552,3.6749435572368276,0.25,1
18.83649089489801,0.0,0.23040929760558454,3.7589465735658742,0.25,1
19.952623149688797,0.0,0.22387211385683395,3.845402522257651,0.25,1
21.134890398366476,0.0,0.21752040340195222,3.9343830302303218,0.25,1
22.3872113856834,0.0,0.21134890398366465,4.0259618159458235,0.25,1
23.71373705661655,0.0,0.2053525026457146,4.120214750484042,0.25,1
25.11886431509581,0.0,0.19952623149688792,4.2172199204003995,0.25,1
26.6072505979881,0.0,0.19386526359522072,4.317057692418899,0.25,1
28.183829312644548,0.0,0.18836490894898,4.419810780014257,0.25,1
29.853826189179603,0.0,0.18302061063110558,4.525564311938253,0.25,1
31.622776601683793,0.0,0.17782794100389226,4.634405902747104,0.25,1
33.49654391578277,0.0,0.17278259805078633,4.746425725388252,0.25,1
35.48133892335755,0.0,0.16788040181225602,4.861716585906749,0.25,1
37.58374042884443,0.0,0.16311729092278382,4.980374000333086,0.25,1
39.810717055349734,0.0,0.15848931924611132,5.102496273816199,0.25,1
42.169650342858226,0.0,0.1539926526059492,5.2281845820672,0.25,1
44.668359215096324,0.0,0.14962356560944332,5.357543055181308,0.25,1
47.315125896148054,0.0,0.14537843856076618,5.490678863907413,0.25,1
50.118723362727245,0.0,0.1412537544622754,5.627702308436778,0.25,1
53.08844442309885,0.0,0.13724609610075617,5.768726909784395,0.25,1
56.23413251903491,0.0,0.1333521432163324,5.913869503838748,0.25,1
59.56621435290106,0.0,0.12956866975170192,6.063250338157855,0.25,1
63.09573444801933,0.0,0.12589254117941673,6.216993171591822,0.25,1
66.83439175686149,0.0,0.12232071190499312,6.375225376814429,0.25,1
70.79457843841381,0.0,0.11885022274370183,6.53807804584867,0.25,1
74.98942093324558,0.0,0.11547819846894582,6.705686098673731,0.25,1
79.43282347242817,0.0,0.11220184543019633,6.878188395003317,0.25,1
84.13951416451951,0.0,0.10901844923851277,7.055727849327973,0.25,1
89.12509381337459,0.0,0.10592537251772886,7.238451549316725,0.25,1
94.40608762859236,0.0,0.10292005271944281,7.426510877676061,0.25,1
100.0,0.0,0.1,7.6200616375673205,0.25,1
105.92537251772886,0.0,0.09716279515771063,7.819264181686288,0.25,1
112.20184543019641,0.0,0.09440608762859232,8.024283545112002,0.25,1
118.85022274370189,0.0,0.09172759353897794,8.235289582034811,0.25,1
125.89254117941675,0.0,0.08912509381337455,8.452457106476972,0.25,1
133.3521432163324,0.0,0.08659643233600654,8.675966037122354,0.25,1
141.2537544622754,0.0,0.08413951416451952,8.906001546375244,0.25,1
149.62356560944343,0.0,0.08175230379436497,9.142754213771761,0.25,1
158.48931924611142,0.0,0.07943282347242812,9.38642018387094,0.25,1
167.88040181225605,0.0,0.07717915155850123,9.637201328756355,0.25,1
177.82794100389228,0.0,0.07498942093324558,9.895305415282847,0.25,1
188.36490894898,0.0,0.07286181745132278,10.160946277206948,0.25,1
199.52623149688807,0.0,0.07079457843841377,10.43434399234362,0.25,1
211.34890398366477,0.0,0.06878599123088075,10.71572506489603,0.25,1
223.872113856834,0.0,0.06683439175686146,11.005322613109506,0.25,1
237.13737056616552,0.0,0.06493816315762113,11.30337656240503,0.25,1
