target,z_abs_catalogue,line,rest_AA,f,observed_AA_catalogue,metadata_eligible,native_pixels,valid_pixels,valid_fraction,longest_invalid_run_pixels,actual_log_grid_spacing_km_s,native_CNR,sideband_median_flux,core_EW_rest_AA,core_EW_diagonal_error_AA,core_EW_diagonal_SNR,full_EW_rest_AA,full_EW_diagonal_error_AA,core_to_full_EW_ratio,core_low_flux_pixels,core_valid_pixels,core_low_flux_fraction,core_resolved_unsaturated_detection_pixels,core_AOD_integral_cm2,full_window_edge_EW_diagonal_SNR,broader_water_band_warning,strong_sky_feature_warning,reported_instrument_artifact_warning,nearest_nominal_R,nearest_arc_R,median_contributing_extracted_pixels,detected_primary_candidate,detected_strict_candidate,rejections
J004131-493611,2.248,1611,1611.200369,0.00138,5233.178798512,True,200,200,1.0,0,2.4999895761823456,38.91181027790942,0.9920171252815487,0.010385984135583767,0.0030939520789512,3.3568665158849034,0.020412460464890238,0.004923155588729188,0.5088060870196334,0,80,0.0,1,339362002491130.25,3.9996697222556303,False,False,True,56935.86,59637.05210273955,1.0,False,False,['core_EW_diagonal_detection_proxy_below_5']
J004131-493611,2.248,2249,2249.875472,0.00182,7307.595533056001,False,200,200,1.0,0,2.4999895761823456,67.09720462535549,0.9882024557342806,0.05126197029235108,0.002570478868344701,19.94257604045662,0.1326811668498104,0.004019957568265997,0.38635453327281566,0,80,0.0,12,699555251466570.8,3.7994782159589593,True,False,False,56935.86,60495.89411815158,4.0,False,False,['conservative_telluric_band']
J004131-493611,2.248,2260,2260.779108,0.00244,7343.010542784001,False,200,200,1.0,0,2.4999895761823456,64.90577195328859,0.9956547054240432,0.036219219284906096,0.0029217135461857722,12.39656753215572,0.05186495428976877,0.0043182950372605035,0.6983370520785543,0,80,0.0,10,341625352685511.94,4.203933177300927,True,False,False,56935.86,60495.89411815158,2.0,False,False,['conservative_telluric_band']
J004131-493611,2.248,2344,2344.212747,0.114,7614.003002256,False,200,0,0.0,200,2.4999895761823456,,,0.0,0.0,,0.0,0.0,,0,0,,0,0.0,,False,False,False,0.0,0.0,,False,False,"['catalogue_coverage_gap', 'conservative_telluric_band', 'native_valid_fraction_below_0p98', 'native_CNR_below_15', 'core_EW_diagonal_detection_proxy_below_5']"
J004131-493611,2.248,2374,2374.460064,0.0313,7712.246287872,True,200,200,1.0,0,2.4999895761823456,64.43328484631925,0.9988015199899835,0.14186874095747476,0.0028248316693054182,50.22201588116507,0.14424944280109814,0.004593784028884228,0.9834959373333173,0,80,0.0,15,150705282273581.72,0.26707940929000684,False,False,False,56935.86,55856.621640339894,2.0,True,True,[]
J004131-493611,2.248,2382,2382.763995,0.32,7739.21745576,True,200,200,1.0,0,2.4999895761823456,68.58480048856529,0.9976709315054231,0.30442066244874977,0.002332442062991553,130.51585172422446,0.3160204557153924,0.003993420286417324,0.9632941695486656,10,80,0.125,20,56888742862811.92,0.7540983107418052,False,False,False,56935.86,55856.621640339894,2.0,True,True,[]
J004131-493611,2.248,2586,2586.649312,0.0691,8401.436965376,False,200,200,1.0,0,2.4999895761823456,48.93944167709536,0.9928025609571556,0.22277816562840524,0.004674079626481645,47.66246693064978,0.24130170792377686,0.0066868492676140905,0.9232349308475558,4,80,0.05,14,123583434938613.61,1.1903715058941706,True,False,False,56935.86,55856.621640339894,2.0,False,False,['conservative_telluric_band']
J004131-493611,2.248,2600,2600.172114,0.239,8445.359026272,True,200,200,1.0,0,2.4999895761823456,47.14663171529908,0.9917344138042001,0.3226124212949033,0.0038849819896660752,83.0409052482204,0.33144288893166485,0.006575247234572556,0.9733574985867862,9,80,0.1125,17,65194926063524.38,2.660811782558835,True,False,False,56935.86,55856.621640339894,2.0,True,False,[]
J010311+131617,2.309,1608,1608.450852,0.0577,5322.363869268,True,200,200,1.0,0,2.4999895761823456,62.16027393458043,0.9973664012293952,0.2744499741919455,0.0017159185648449357,159.94347273511028,0.2762294469445873,0.0029311799482557247,0.9935579903868875,9,80,0.1125,26,535941952388761.06,1.3903455313131508,False,False,False,51976.14111111111,54029.404116751844,3.0,True,True,[]
J010311+131617,2.309,1611,1611.200369,0.00138,5331.462021021,True,200,200,1.0,0,2.4999895761823456,61.67825992608287,0.997556055340733,0.033613701830693954,0.0019332465142496602,17.38717829461094,0.03732041088256657,0.003078010886361844,0.9006787716368867,0,80,0.0,12,1160675468817351.0,1.3460365804544288,False,False,False,51976.14111111111,54029.404116751844,6.0,True,True,[]
