target,z_abs_catalogue,line,rest_AA,f,observed_AA_catalogue,metadata_eligible,native_pixels,valid_pixels,valid_fraction,longest_invalid_run_pixels,actual_log_grid_spacing_km_s,native_CNR,sideband_median_flux,core_EW_rest_AA,core_EW_diagonal_error_AA,core_EW_diagonal_SNR,full_EW_rest_AA,full_EW_diagonal_error_AA,core_to_full_EW_ratio,core_low_flux_pixels,core_valid_pixels,core_low_flux_fraction,core_resolved_unsaturated_detection_pixels,core_AOD_integral_cm2,full_window_edge_EW_diagonal_SNR,broader_water_band_warning,strong_sky_feature_warning,reported_instrument_artifact_warning,nearest_nominal_R,nearest_arc_R,median_contributing_extracted_pixels,detected_primary_candidate,detected_strict_candidate,rejections
J040718-441013,2.595,2249,2249.875472,0.00182,8088.302321840001,True,384,384,1.0,0,1.2999971813981048,61.9181376789854,0.994648765650415,0.10347087268306954,0.001961234596767779,52.758029484894436,0.11454562757975774,0.0031255758009571867,0.9033157779071324,0,154,0.0,48,1436860317291186.8,0.029186601237156284,True,False,False,45237.3,48404.37906002579,24.0,True,False,[]
J040718-441013,2.595,2260,2260.779108,0.00244,8127.500893260001,False,384,384,1.0,0,1.2999971813981048,66.32253156828992,0.9919021899139765,0.13282459825229437,0.001780856243158355,74.58468293697275,0.32129363542128886,0.002845216849973784,0.41340563151252957,0,154,0.0,59,1428360512772614.5,2.783107936798142,True,False,False,45237.3,48404.37906002579,12.0,False,False,['conservative_telluric_band']
J040718-441013,2.595,2344,2344.212747,0.114,8427.444825465001,True,385,385,1.0,0,1.2999971813981048,54.49999347541578,0.9876334592197868,1.0430001998164609,0.0017516938533909856,595.4237938309752,1.4158160566887172,0.004116454493324698,0.7366777590132784,65,154,0.42207792207792205,61,528065821191986.0,5.969296637117138,True,False,False,45237.3,48404.37906002579,22.0,True,False,[]
J040718-441013,2.595,2374,2374.460064,0.0313,8536.18393008,True,384,384,1.0,0,1.2999971813981048,47.95453246554814,0.9947308473249235,0.5561278077610443,0.002347647601080505,236.8872600406835,0.5658930242231865,0.004131878603223844,0.9827437058876152,26,154,0.16883116883116883,71,863738626794277.1,3.007752525402023,True,False,False,45237.3,48791.867330931855,17.0,True,False,[]
J040718-441013,2.595,2382,2382.763995,0.32,8566.036562025,True,384,384,1.0,0,1.2999971813981048,52.27530654819012,0.9923150893930407,0.9503629183353195,0.0018293877984710708,519.4977899872268,0.965379156435632,0.003637226102783306,0.9844452430941689,72,154,0.4675324675324675,36,188310840475809.2,2.943381971818564,True,False,False,45237.3,48791.867330931855,9.0,True,False,[]
J040718-441013,2.595,2586,2586.649312,0.0691,9299.00427664,False,385,385,1.0,0,1.2999971813981048,48.4513094462496,0.9813274009165711,0.8381460094243829,0.0024511193450519227,341.94418607822956,1.0079751506099321,0.004455528615287448,0.83151455560905,41,153,0.2679738562091503,68,537142423615053.3,24.749932691982572,True,False,False,45237.3,48362.861147495976,12.0,False,False,"['outside_fixed_wavelength_range', 'conservative_telluric_band']"
J040718-441013,2.595,2600,2600.172114,0.239,9347.61874983,False,384,384,1.0,0,1.2999971813981048,44.41613725228192,0.9419344553039584,1.2244276986157032,0.0022945394534926306,533.6267793312257,1.4699056739256584,0.0049894202590874,0.8329974639431384,77,154,0.5,55,246668887162475.06,28.285153251476935,True,False,False,45237.3,48728.05841512018,10.0,False,False,"['outside_fixed_wavelength_range', 'conservative_telluric_band']"
J040718-441013,2.621,1608,1608.450852,0.0577,5824.200535092,True,385,385,1.0,0,1.2999971813981048,78.96900161557262,0.9963280287431052,0.035466146340540385,0.001083882613495604,32.72139058136504,0.04452702844951373,0.0017308833164102924,0.7965082686969134,0,153,0.0,41,28551541560078.67,0.1282127755267084,False,False,False,50571.625,53662.0552776438,26.0,True,True,[]
J040718-441013,2.621,1611,1611.200369,0.00138,5834.156536148999,True,385,385,1.0,0,1.2999971813981048,76.30490312178917,0.9967441177223866,0.0069515522564501005,0.0011412124535284441,6.0913743404718605,0.012945686481951192,0.0018034191535671665,0.5369782642382015,0,154,0.0,0,221725228436763.38,3.238020107758685,False,False,False,50571.625,53662.0552776438,41.0,True,True,[]
J040718-441013,2.621,2249,2249.875472,0.00182,8146.799084112001,False,384,384,1.0,0,1.2999971813981048,69.81082189167496,0.9742191731545018,0.6222023014734122,0.0014684040221754637,423.7269117198478,1.3769996217385836,0.0023788450275225564,0.4518536473436549,55,154,0.35714285714285715,44,2.6956106377947896e+16,24.88123353558088,True,False,False,45237.3,48404.37906002579,12.0,False,False,['conservative_telluric_band']
J040718-441013,2.621,2260,2260.779108,0.00244,8186.281150068001,False,384,384,1.0,0,1.2999971813981048,54.92017198718632,0.9788527217033347,0.04075709893493379,0.002250087051860598,18.113565384606666,0.1086753283080808,0.003488842113801331,0.37503543416397667,0,154,0.0,24,396712028598108.6,14.219459494838972,True,False,False,45237.3,48404.37906002579,13.5,False,False,['conservative_telluric_band']
J040718-441013,2.621,2344,2344.212747,0.114,8488.394356887,True,385,385,1.0,0,1.2999971813981048,64.416491423394,0.993187789541986,0.1336391118185825,0.0020050115361967547,66.65254010063128,0.17683766701673506,0.0032019630532737955,0.7557163248819356,0,154,0.0,54,28078029569290.105,0.5256756472437824,True,False,False,45237.3,48404.37906002579,12.0,True,False,[]
J040718-441013,2.621,2374,2374.460064,0.0313,8597.919891743999,True,385,385,1.0,0,1.2999971813981048,59.96335292657877,0.9949045070251629,0.03703711888699147,0.0021868107950514656,16.93659047723871,0.05133029106334559,0.0034340240292877987,0.7215450783492493,0,154,0.0,28,24796520340973.79,1.0875786128493226,True,False,False,45237.3,48791.867330931855,9.0,True,False,[]
J040718-441013,2.621,2382,2382.763995,0.32,8627.988425894999,True,384,384,1.0,0,1.2999971813981048,56.3527601092828,0.9924970794530406,0.28632707912056926,0.0025377062789887044,112.82908565552071,0.384837526146209,0.003967888505276055,0.744020683190305,0,154,0.0,61,26695976509132.734,0.4786656941178725,True,False,False,45237.3,48791.867330931855,9.0,True,False,[]
J040718-441013,2.621,2586,2586.649312,0.0691,9366.257158752,False,385,385,1.0,0,1.2999971813981048,50.49404513686952,0.7418540616215922,0.3227160825217855,0.002969720266617541,108.6688487631037,1.0501952933471914,0.004390561794373475,0.3072914957495401,0,154,0.0,89,118219052136990.84,111.00632539079679,True,False,False,45237.3,48728.05841512018,10.0,False,False,"['outside_fixed_wavelength_range', 'conservative_telluric_band']"
J040718-441013,2.621,2600,2600.172114,0.239,9415.223224794,False,384,384,1.0,0,1.2999971813981048,49.22663393582854,0.9792978407535836,0.40930043335483557,0.002678125582746952,152.83093369169652,0.6554126912662135,0.005177166681125414,0.6244926880559705,0,154,0.0,103,41333986637633.09,1.1815005701340895,True,False,False,45237.3,48728.05841512018,10.0,False,False,"['outside_fixed_wavelength_range', 'conservative_telluric_band']"
J041656-284340,1.719,1608,1608.450852,0.0577,4373.377866588,False,200,0,0.0,200,2.4999895761823456,,,0.0,0.0,,0.0,0.0,,0,0,,0,0.0,,False,False,False,0.0,0.0,,False,False,"['catalogue_coverage_gap', 'low_catalogue_CNR_proxy', 'native_valid_fraction_below_0p98', 'native_CNR_below_15', 'core_EW_diagonal_detection_proxy_below_5']"
J041656-284340,1.719,1611,1611.200369,0.00138,4380.853803311,False,200,0,0.0,200,2.4999895761823456,,,0.0,0.0,,0.0,0.0,,0,0,,0,0.0,,False,False,False,0.0,0.0,,False,False,"['catalogue_coverage_gap', 'low_catalogue_CNR_proxy', 'native_valid_fraction_below_0p98', 'native_CNR_below_15', 'core_EW_diagonal_detection_proxy_below_5']"
J041656-284340,1.719,2249,2249.875472,0.00182,6117.4114083680015,True,200,200,1.0,0,2.4999895761823456,21.53802599810598,0.9750935466507125,0.15797738203991446,0.007635679315333523,20.689368360804984,0.23981793830181036,0.012342534575484844,0.6587388047723948,0,80,0.0,23,2175861455878064.0,1.4086562875148394,False,False,False,56935.86,55441.71857545111,2.0,True,True,[]
J041656-284340,1.719,2260,2260.779108,0.00244,6147.058394652001,True,200,200,1.0,0,2.4999895761823456,20.030940823857648,0.9757276431369484,0.23819400061383778,0.00826191654230689,28.830356660481264,0.3614956197529802,0.013332735643038149,0.6589125499683847,0,80,0.0,35,2556768638738970.0,3.9818503389889144,False,False,False,56935.86,55441.71857545111,4.0,True,True,[]
J041656-284340,1.719,2344,2344.212747,0.114,6373.914459093001,True,200,200,1.0,0,2.4999895761823456,36.96982117748813,0.6649972212340998,1.3060033055940765,0.004925671284462058,265.14219690498646,2.342760287754975,0.009789419147879579,0.557463481185092,65,80,0.8125,4,626985662598217.5,51.861170111259305,False,False,False,56935.86,55441.71857545111,2.0,True,True,[]
J041656-284340,1.719,2374,2374.460064,0.0313,6456.156914016,True,200,200,1.0,0,2.4999895761823456,24.57939499762721,0.8822266973462296,1.2089758086698295,0.006007857473093804,201.23243836662718,1.9380443175726008,0.011606769871863173,0.6238122615194223,35,80,0.4375,41,1775053759318434.5,17.352207758898235,False,False,False,56935.86,55441.71857545111,4.0,True,True,[]
J041656-284340,1.719,2382,2382.763995,0.32,6478.735302405,True,200,200,1.0,0,2.4999895761823456,34.71578697731671,0.40568122819631236,1.372136359140287,0.0063827733577000835,214.97494619403366,2.6211420410144193,0.01062745368849461,0.523487982592981,66,80,0.825,6,205797258186036.53,69.97580609255988,True,False,False,56935.86,55441.71857545111,2.0,True,False,[]
J041656-284340,1.719,2586,2586.649312,0.0691,7033.099479328001,False,0,0,0,0,2.4999895761823456,,,0.0,0.0,,0.0,0.0,,0,0,,0,0.0,,True,False,False,0.0,0.0,,False,False,"['catalogue_coverage_gap', 'low_catalogue_CNR_proxy', 'native_valid_fraction_below_0p98', 'native_CNR_below_15', 'core_EW_diagonal_detection_proxy_below_5']"
J041656-284340,1.719,2600,2600.172114,0.239,7069.867977966001,False,0,0,0,0,2.4999895761823456,,,0.0,0.0,,0.0,0.0,,0,0,,0,0.0,,True,False,False,0.0,0.0,,False,False,"['catalogue_coverage_gap', 'low_catalogue_CNR_proxy', 'native_valid_fraction_below_0p98', 'native_CNR_below_15', 'core_EW_diagonal_detection_proxy_below_5']"
J044017-433308,2.347,1608,1608.450852,0.0577,5383.485001644,False,200,200,1.0,0,2.4999895761823456,12.464861287451116,0.9828007187608478,0.34302196803420304,0.008653321001781086,39.640499637491764,0.41869105039664395,0.014593161518791326,0.8192722717842754,13,80,0.1625,19,481879458357394.1,1.5299538734701927,False,False,False,47817.7,49788.34727572088,4.0,False,False,"['low_catalogue_CNR_proxy', 'native_CNR_below_15']"
J044017-433308,2.347,1611,1611.200369,0.00138,5392.687635042999,False,200,200,1.0,0,2.4999895761823456,12.935129298387478,0.8914533978714415,0.08543727648897317,0.009285734416602812,9.200917520989194,0.24329591102937212,0.014789861631629911,0.3511661010967779,0,80,0.0,5,2944715649519201.0,6.080002004130688,False,False,False,47817.7,49788.34727572088,4.0,False,False,"['low_catalogue_CNR_proxy', 'native_CNR_below_15']"
J044017-433308,2.347,2249,2249.875472,0.00182,7530.333204784,True,200,200,1.0,0,2.4999895761823456,25.026325298560366,0.9858513313833954,0.07112124498316483,0.006512644102500493,10.920486957955868,0.09178097151338269,0.014343530244817514,0.7749018539512251,0,80,0.0,15,965445074408277.4,-0.02387541290055995,False,False,False,47817.7,48097.5540420998,4.0,True,True,[]
J044017-433308,2.347,2260,2260.779108,0.00244,7566.8276744760005,True,200,200,1.0,0,2.4999895761823456,23.561262764499972,0.9826657747547936,0.08947565818300665,0.007169385865925627,12.480240268314057,0.13001428204525375,0.01152674905930276,0.6881986869093587,0,80,0.0,11,928799618636455.1,5.035463534897886,False,False,False,47817.7,48097.5540420998,4.0,True,True,[]
J044017-433308,2.347,2344,2344.212747,0.114,7846.080064209,True,200,200,1.0,0,2.4999895761823456,24.015134438935046,0.9795622268792106,0.7872418371558256,0.00939835098299862,83.76382607756683,0.9693692128539458,0.013483358811950744,0.8121176397155072,29,80,0.3625,17,319052428771359.8,4.606739546420463,True,False,False,47817.7,48097.5540420998,4.0,True,False,[]
J044017-433308,2.347,2374,2374.460064,0.0313,7947.317834207999,True,200,200,1.0,0,2.4999895761823456,24.71211992157407,0.9699850246511214,0.7553875686003613,0.006228120993591054,121.28659179513058,1.0163712860760041,0.01741016086650002,0.7432200997302412,8,80,0.1,55,929509805689824.1,4.7572663409302445,True,False,False,47817.7,48097.5540420998,4.0,True,False,[]
J044017-433308,2.347,2382,2382.763995,0.32,7975.111091264999,True,200,200,1.0,0,2.4999895761823456,21.36464435681375,0.968334289731694,0.7508445535446484,0.006692330666053663,112.1947780245304,1.0409353617639687,0.013119606825131457,0.7213171740772333,33,80,0.4125,9,118767180565208.62,13.134912527766351,True,False,False,47817.7,48097.5540420998,8.0,True,False,[]
J044017-433308,2.347,2586,2586.649312,0.0691,8657.515247264,False,200,95,0.475,105,2.4999895761823456,10.657918562054967,0.948301973867646,0.6690159656903185,0.028266394004177887,23.668245959899775,0.8462472654485279,0.03477754004973839,0.7905679498246021,34,35,0.9714285714285714,1,164022118533007.34,2.781349770115824,False,False,False,47817.7,44128.67953844348,4.0,False,False,"['catalogue_coverage_gap', 'native_valid_fraction_below_0p98', 'native_CNR_below_15']"
J044017-433308,2.347,2600,2600.172114,0.239,8702.776065558,True,200,200,1.0,0,2.4999895761823456,22.162231117233915,0.5867559383357319,0.8534559110746202,0.008757259995331754,97.45695703103176,1.9453403616010285,0.013367585636176463,0.43871804025708905,31,80,0.3875,12,139493926973611.27,71.41004869144975,False,False,False,47817.7,44128.67953844348,4.0,True,True,[]
J044534-354704,2.408,1608,1608.450852,0.0577,5481.6005036159995,False,200,0,0.0,200,2.4999895761823456,,,0.0,0.0,,0.0,0.0,,0,0,,0,0.0,,False,False,False,0.0,0.0,,False,False,"['catalogue_coverage_gap', 'low_catalogue_CNR_proxy', 'native_valid_fraction_below_0p98', 'native_CNR_below_15', 'core_EW_diagonal_detection_proxy_below_5']"
J044534-354704,2.408,1611,1611.200369,0.00138,5490.970857552,False,200,0,0.0,200,2.4999895761823456,,,0.0,0.0,,0.0,0.0,,0,0,,0,0.0,,False,False,False,0.0,0.0,,False,False,"['catalogue_coverage_gap', 'low_catalogue_CNR_proxy', 'native_valid_fraction_below_0p98', 'native_CNR_below_15', 'core_EW_diagonal_detection_proxy_below_5']"
J044534-354704,2.408,2249,2249.875472,0.00182,7667.575608576,False,200,72,0.36,128,2.4999895761823456,8.970833332354859,0.9436702558551273,-0.008663728099703647,0.014583772736568664,-0.594066313031568,0.06599654185180939,0.020993490884780773,-0.1312754859058743,1,12,0.08333333333333333,0,-226980230206774.22,12.426008505198599,False,False,False,0.0,0.0,3.0,False,False,"['catalogue_coverage_gap', 'conservative_telluric_band', 'native_valid_fraction_below_0p98', 'native_CNR_below_15', 'core_EW_diagonal_detection_proxy_below_5']"
J044534-354704,2.408,2260,2260.779108,0.00244,7704.735200064,False,200,200,1.0,0,2.4999895761823456,26.279857052892467,0.991874709433922,0.026576554073765052,0.0063616314636866615,4.17763182690931,0.043940681782462354,0.010381543006320397,0.6048279861777728,0,80,0.0,6,260464802321418.4,2.405827719948181,False,False,False,47817.7,46371.37453900143,3.0,False,False,"['conservative_telluric_band', 'core_EW_diagonal_detection_proxy_below_5']"
J044534-354704,2.408,2344,2344.212747,0.114,7989.0770417759995,True,200,200,1.0,0,2.4999895761823456,25.19323511425592,0.9950883483454863,0.2656983092779055,0.006506519154584878,40.83570692183066,0.2588615901196691,0.014337161173687248,1.0264107129801523,7,80,0.0875,14,109158251304037.52,-0.7081852500933606,True,False,False,47817.7,46371.37453900143,6.0,True,False,[]
J044534-354704,2.408,2374,2374.460064,0.0313,8092.159898112,True,200,200,1.0,0,2.4999895761823456,24.018267293304277,0.9876968725820904,0.1736723977686236,0.0069648654042641246,24.935499494691673,0.1882684148785363,0.01245911228211875,0.9224723004157149,0,80,0.0,15,196139275939022.3,1.4509410542532635,True,False,False,47817.7,46371.37453900143,6.0,True,False,[]
J044534-354704,2.408,2382,2382.763995,0.32,8120.459694959999,False,200,200,1.0,0,2.4999895761823456,24.418949149031462,0.9923414122364087,0.3662076907103857,0.006775153478186079,54.051571213768426,0.3837724324729772,0.011202851740278583,0.9542313614101808,11,80,0.1375,11,53772570817092.64,-0.93235500494765,True,False,False,47817.7,46371.37453900143,3.0,False,False,['conservative_telluric_band']
J044534-354704,2.408,2586,2586.649312,0.0691,8815.300855296,True,200,200,1.0,0,2.4999895761823456,20.352850592498896,0.984738740897113,0.20417674486021475,0.009861372326274187,20.704698910537598,0.23578000750179617,0.0153676762967737,0.8659629246074196,6,80,0.075,12,131382098497614.61,3.0024395106240616,True,False,False,47817.7,46371.37453900143,3.0,True,False,[]
J044534-354704,2.408,2600,2600.172114,0.239,8861.386564512,True,200,200,1.0,0,2.4999895761823456,24.032123458223367,0.9902962847914007,0.35048437604332566,0.007387871423145995,47.44050836419106,0.3793094268365676,0.012533086114048141,0.9240065003560755,10,80,0.125,11,60229450193183.914,0.28869271040757927,True,False,False,47817.7,46371.37453900143,3.0,True,False,[]
J053007-250329,2.141,1608,1608.450852,0.0577,5052.144126132,True,250,250,1.0,0,1.9999933287629752,103.40191979243903,0.9964394994817332,0.3428475107691208,0.0008755829803880482,391.5648413097006,0.3901192537085645,0.001545938877429943,0.8788274547075862,9,100,0.09,74,555910760811483.44,0.1920057429630662,False,False,False,47817.7,49191.89638228451,26.0,True,True,[]
J053007-250329,2.141,1611,1611.200369,0.00138,5060.780359029,True,250,250,1.0,0,1.9999933287629752,101.68290577204931,0.9888072259105756,0.0286936060561162,0.0010637274300279505,26.97458507332301,0.04927918540358957,0.001674637642999747,0.5822662412359217,0,100,0.0,13,940019033334368.9,12.154916175774607,False,False,False,47817.7,49191.89638228451,32.0,True,True,[]
J053007-250329,2.141,2249,2249.875472,0.00182,7066.858857552001,True,250,250,1.0,0,1.9999933287629752,45.41154477977766,0.962199754014657,0.6100320545965456,0.0028610191602344206,213.22193960650094,1.0298498843753714,0.004847726989185958,0.5923504618020564,21,100,0.21,57,1.787982199125693e+16,19.492205702679534,True,False,False,47817.7,48574.244306759676,4.0,True,False,[]
J053007-250329,2.141,2260,2260.779108,0.00244,7101.1071782280005,True,250,250,1.0,0,1.9999933287629752,45.99534610465506,0.9525538578550388,0.6022900134096314,0.002855373536282236,210.93212700774248,0.8428577822240915,0.004967251775636053,0.7145808297816724,3,100,0.03,80,9337106931698108.0,8.14716965406362,True,False,False,47817.7,48574.244306759676,2.0,True,False,[]
J053007-250329,2.141,2344,2344.212747,0.114,7363.172238327,True,250,250,1.0,0,1.9999933287629752,41.90469702888117,0.9848625056464148,0.7717485996103397,0.0030368668067094766,254.12658793770055,0.8293168017563812,0.005778062502184885,0.9305835815407094,23,100,0.23,65,340058023637128.3,1.3821448649614103,True,False,False,47817.7,48574.244306759676,2.0,True,False,[]
J053007-250329,2.141,2374,2374.460064,0.0313,7458.179061024,True,250,250,1.0,0,1.9999933287629752,40.45346361038594,0.9893788011935956,0.4534193450660501,0.003568080653159424,127.07654034237186,0.48459481839389973,0.006065053909084268,0.9356669280303594,7,100,0.07,67,557769480108136.1,3.889790934332011,False,False,False,47817.7,48574.244306759676,2.0,True,True,[]
J053007-250329,2.141,2382,2382.763995,0.32,7484.261708294999,True,250,250,1.0,0,1.9999933287629752,37.13374887894501,0.9931676139641741,1.0019150616779775,0.003509656499902264,285.47382392148023,1.0882028656394338,0.006578338446865867,0.9207061415788929,38,100,0.38,51,161983543467250.22,2.888193574422748,False,False,False,47817.7,48574.244306759676,4.0,True,True,[]
J053007-250329,2.141,2586,2586.649312,0.0691,8124.665488992,False,250,250,1.0,0,1.9999933287629752,36.90711047456924,0.9632760516750254,0.7707476365269419,0.004066223222715837,189.54877642259845,0.910971227839732,0.007338279007388263,0.8460724257501361,21,100,0.21,73,427803988079194.8,6.214135947319365,True,False,False,47817.7,48574.244306759676,2.0,False,False,['conservative_telluric_band']
J053007-250329,2.141,2600,2600.172114,0.239,8167.140610074,False,250,250,1.0,0,1.9999933287629752,34.616150022573215,0.919830331888617,1.1046661409174265,0.0038880191062844916,284.1205536083589,1.6411542511139507,0.007607090579095501,0.673103177332431,35,100,0.35,63,194971655292593.38,10.693787674626394,True,False,False,47817.7,48574.244306759676,2.0,False,False,['conservative_telluric_band']
J064326-504112,2.659,1608,1608.450852,0.0577,5885.321667468,True,222,222,1.0,0,2.249991556709879,54.07098542844609,0.9781473852287972,0.4405690782098094,0.0018681572336665137,235.8308338667685,0.4996815204551895,0.003312027662489603,0.8816997630980408,17,89,0.19101123595505617,55,815727980925451.4,5.923186575742153,False,True,False,47817.7,46754.35510268499,18.0,True,True,[]
J064326-504112,2.659,1611,1611.200369,0.00138,5895.382150170999,True,223,223,1.0,0,2.249991556709879,48.49805266361985,0.9592353709796827,0.050103743250346534,0.0023839253402395655,21.017329026466705,0.17910407536799566,0.0041202822315830395,0.27974652808653866,0,89,0.0,28,1663284886489043.0,10.124567076541924,False,True,False,47817.7,46754.35510268499,25.0,True,True,[]
J064326-504112,2.659,2249,2249.875472,0.00182,8232.294352048,False,222,222,1.0,0,2.249991556709879,25.492499990636748,0.9766695546950328,0.2493828655220081,0.006094647993207176,40.91833782688667,0.3755446596312444,0.01003903488333543,0.6640564820356724,0,89,0.0,53,3732976978604693.0,4.798842343512259,True,False,False,56935.86,59066.96010506775,3.0,False,False,['conservative_telluric_band']
J064326-504112,2.659,2260,2260.779108,0.00244,8272.190756172,False,222,222,1.0,0,2.249991556709879,25.93911485448546,0.9548641196093414,0.13785911684768298,0.006075385911175858,22.6914172800261,0.23897284084419912,0.00991509614080026,0.5768819434069569,0,89,0.0,32,1382095143977873.5,10.64320903104514,True,False,False,56935.86,59066.96010506775,3.0,False,False,['conservative_telluric_band']
J064326-504112,2.659,2344,2344.212747,0.114,8577.474441273,True,222,222,1.0,0,2.249991556709879,25.79690291407249,0.9990394372997629,0.8100460115382468,0.005472911028516172,148.01008226107933,0.9034581519187569,0.009747482530979274,0.8966060130376574,29,88,0.32954545454545453,39,346726123921371.2,-0.8434873924492119,True,False,False,56935.86,54324.73282578291,3.0,True,False,[]
J064326-504112,2.659,2374,2374.460064,0.0313,8688.149374175999,True,222,222,1.0,0,2.249991556709879,20.829534956861583,0.9997822337550304,0.5738591848386005,0.0074684838466824305,76.83744072011538,0.6096770016111339,0.013492548222284824,0.9412511597487175,15,89,0.16853932584269662,32,753908855293095.4,-0.624449511699675,False,False,False,56935.86,54324.73282578291,3.0,True,True,[]
J064326-504112,2.659,2382,2382.763995,0.32,8718.533457704998,True,223,223,1.0,0,2.249991556709879,24.81391383043924,0.969379416059476,1.0445396861463476,0.004897516465651611,213.2794638817763,1.293601148446844,0.009723793676440566,0.8074665729853976,39,89,0.43820224719101125,33,169870888243477.84,4.952659957278138,False,False,False,56935.86,54324.73282578291,3.0,True,True,[]
J064326-504112,2.659,2586,2586.649312,0.0691,9464.549832608,False,222,222,1.0,0,2.249991556709879,10.359674727733957,0.7472961686646689,0.9538285644079143,0.027564091402840253,34.604027046203676,1.59945062188228,0.04522817301832571,0.5963476154615022,42,89,0.47191011235955055,17,362394977911195.5,22.745984784361458,True,False,False,56935.86,54386.51515480051,3.0,False,False,"['outside_fixed_wavelength_range', 'conservative_telluric_band', 'native_CNR_below_15']"
J064326-504112,2.659,2600,2600.172114,0.239,9514.029765125999,False,223,214,0.9596412556053812,9,2.249991556709879,15.270268621848505,0.8251121132543932,1.1753444638581563,0.010715396016445685,109.6874499135889,1.7598485270348465,0.018388595747320324,0.6678668338794385,38,89,0.42696629213483145,36,152410409317729.75,11.024190969621994,True,False,False,56935.86,54386.51515480051,2.0,False,False,"['catalogue_coverage_gap', 'outside_fixed_wavelength_range', 'conservative_telluric_band', 'native_valid_fraction_below_0p98']"
J084424+124546,1.864,1608,1608.450852,0.0577,4606.603240128,True,200,200,1.0,0,2.4999895761823456,11.414127750487605,0.9717886038921965,0.19003273591186948,0.010320269890600838,18.413543243180236,0.23672011410817478,0.016553473426587702,0.8027739283068679,9,80,0.1125,7,267699828637536.53,1.0635363602746168,False,False,False,49771.0,58556.40552395834,4.0,False,False,['native_CNR_below_15']
J084424+124546,1.864,1611,1611.200369,0.00138,4614.477856816,True,200,200,1.0,0,2.4999895761823456,11.886359782538687,0.9819298716963861,0.03613788815021458,0.010174903646355813,3.551668832083488,0.07890512289704346,0.016048462447731768,0.45799165913939216,0,80,0.0,2,1319974386257358.8,2.090078360840998,False,False,False,49771.0,58556.40552395834,2.0,False,False,"['native_CNR_below_15', 'core_EW_diagonal_detection_proxy_below_5']"
J084424+124546,1.864,2249,2249.875472,0.00182,6443.643351808,True,200,200,1.0,0,2.4999895761823456,45.727458777783724,0.976148914477142,0.05044818249954745,0.0036712118698754943,13.741561175889954,0.1538383701275975,0.005803431169753882,0.3279297775821756,0,80,0.0,14,725859530954898.1,8.380111076803123,False,False,False,47817.7,46002.686253031774,7.0,True,True,[]
J084424+124546,1.864,2260,2260.779108,0.00244,6474.871365312,True,200,200,1.0,0,2.4999895761823456,44.0682536574859,0.997250983601564,0.13077850306988487,0.003742963125171229,34.93983207860274,0.13534775580276087,0.006224873280919548,0.9662406465051798,0,80,0.0,30,1364773469453024.2,-0.5154404914640424,True,False,False,47817.7,46002.686253031774,14.0,True,False,[]
J084424+124546,1.864,2344,2344.212747,0.114,6713.825307407999,True,200,200,1.0,0,2.4999895761823456,64.52740921950918,1.0026547146639235,0.30339546802536005,0.002480416474909037,122.31634126542653,0.30293231487848427,0.0043258123320230515,1.0015288997710976,12,80,0.15,9,174827186221712.53,0.8220509936366043,False,False,False,47817.7,46137.109618555136,12.0,True,True,[]
J084424+124546,1.864,2374,2374.460064,0.0313,6800.453623295999,True,200,200,1.0,0,2.4999895761823456,61.447113690302785,0.9949485952447081,0.24702049138020538,0.00268112208922928,92.13324987047282,0.2583340457627448,0.0044588639440735715,0.9562057167140491,7,80,0.0875,11,447514516520915.8,3.0002441978351833,False,False,False,47817.7,46262.87286092933,12.0,True,True,[]
J084424+124546,1.864,2382,2382.763995,0.32,6824.236081679999,True,200,200,1.0,0,2.4999895761823456,43.035343382086126,0.9906803927579366,0.3460046229887138,0.0037309314695969592,92.73947425951826,0.36664686765480975,0.0064411527696143405,0.9436999290403589,14,80,0.175,7,68413573232601.34,1.7817031221076143,True,False,False,51976.14111111111,51886.44684345626,10.0,True,False,[]
J084424+124546,1.864,2586,2586.649312,0.0691,7408.163629568,True,200,200,1.0,0,2.4999895761823456,40.885497149186726,0.9895407548328317,0.3244779699696911,0.004322518061750193,75.06688586011589,0.3362600235452809,0.00754455403795459,0.964961479954208,11,80,0.1375,8,235102816058691.1,3.2640535070424286,True,False,False,51976.14111111111,51886.44684345626,10.0,True,False,[]
J084424+124546,1.864,2600,2600.172114,0.239,7446.892934496,True,200,200,1.0,0,2.4999895761823456,41.63839923308858,0.9909642497035165,0.3626657047116054,0.004195345912294211,86.44476815340427,0.37045935218607806,0.007387464707492913,0.9789622061678768,14,80,0.175,7,82759043233934.33,0.9225054633765799,True,False,False,51976.14111111111,51886.44684345626,5.0,True,False,[]
J084424+124546,2.375,1608,1608.450852,0.0577,5428.5216255,True,200,200,1.0,0,2.4999895761823456,47.23834347591115,0.9640228154400041,0.7949191410444808,0.0016856144153817938,471.59014172552065,1.1133353544401183,0.003496726655264265,0.7139979323159419,48,80,0.6,22,1942527723333390.2,10.690680214865282,False,False,False,47817.7,48779.33081201181,14.0,True,True,[]
J084424+124546,2.375,1611,1611.200369,0.00138,5437.801245375,True,200,200,1.0,0,2.4999895761823456,44.527905097975065,0.973185083307851,0.5882640056619053,0.002054866414746308,286.27846629851695,0.9249854821622843,0.003725652793396349,0.6359710687423494,19,80,0.2375,38,4.676240975420579e+16,6.533447090208421,False,False,False,47817.7,48779.33081201181,14.0,True,True,[]
